,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
221,Jonathan de Guzmán,33,Midfielder,Eintracht Frankfurt,78,37,41,Netherlands,8,3,5,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1.15,1.15,0,0,0,0,1.15,78,10,78,78,1.15,-1,-1,-1,17,0.1,0.1,0.4,0,0.8,0,0,0,1,0.1,0.6,0.1,0.1,0,0.5,0.4,1,0.6,11,84.1,0.4,0.4,0
222,Jonathan Meier,21,Midfielder,Mainz 05,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Jonathan Schmid,30,Midfielder,Freiburg,2839,1316,1523,France,33,16,17,5,3,2,1,1,0,0,0,7,6,1,39,11,28,1,0,0.19,0.03,0.16,0.21,0.12,568,1.24,73,86,2839,2839,0.03,117,249,-1,4,1.3,1.1,0.4,2,0.5,0.2,0,5,1,1.3,0.8,0.4,1.1,0.1,0.7,0.9,1,0.8,33.9,75,0.8,1.9,0
224,Jonathan Tah,25,Defender,Bayer Leverkusen,2090,1102,988,Germany,25,13,12,0,0,0,1,1,0,0,0,9,5,4,26,13,13,5,1,0.04,0.04,0,0,0,0,1.12,80,84,348,2090,0.26,379,238,34,18,1.4,1.1,1.2,3.8,0.4,0.5,0,0,1,0.2,0.2,0.6,0.4,0,0.2,0.3,1,0.2,82.4,90,0,3.8,0
225,Jonjoe Kenny,24,Defender,Schalke 04,2725,1396,1329,England,31,16,15,2,1,1,3,2,1,0,0,6,4,2,47,21,26,5,0,0.17,0.1,0.07,0.06,0.07,1363,1.55,58,88,545,908,0.17,193,154,80,9,1.6,0.8,0.9,2.4,0.8,0.3,0,2,3,0.4,0.5,0.4,0.3,0.1,0.6,1.2,3,0.5,37.6,73.5,0.5,2.7,0
226,Jordan Torunarigha,23,Defender,Hertha BSC,1460,720,740,Germany,18,8,10,1,0,1,1,0,1,0,0,5,4,1,25,12,13,3,0,0.12,0.06,0.06,0,0.12,1460,1.54,58,81,487,1460,0.18,198,219,79,11,1.8,1.7,0.9,4.1,0.5,1,0,1,1,0.1,0.4,0.8,0.3,0,0.3,0.5,1,0.4,44.2,85.3,0.1,4.3,0.1
227,Jorge Meré Pérez,24,Defender,Köln,614,177,437,Spain,11,4,7,1,0,1,0,0,0,0,0,1,0,1,11,3,8,5,1,0.15,0,0.15,0,0.21,614,1.61,56,56,102,0,0.88,134,373,88,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,José Ángel Esmoris Tasende,24,Defender,RB Leipzig,1095,564,531,Spain,13,7,6,1,0,1,2,0,2,0,0,5,1,4,8,5,3,2,0,0.25,0.16,0.08,0,0.17,1095,0.66,137,84,548,548,0.16,180,94,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Joshua Brenet,27,Defender,Hoffenheim,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Joshua Kimmich,26,Midfielder,Bayern München,2822,1507,1315,Germany,33,17,16,4,1,3,7,4,3,0,0,14,7,7,29,15,14,7,0,0.35,0.22,0.13,0.06,0.21,706,0.92,97,86,403,403,0.22,149,58,-1,7,1.6,0.9,0.8,0.8,1,0.3,0,4,7,0.8,2.3,0.6,1.4,0.1,0.6,1.2,7,2.3,77.2,90.1,1.9,5.8,0.2
231,Joshua Mees,25,Midfielder,Union Berlin,312,211,101,Germany,15,9,6,0,0,0,1,1,0,0,0,4,4,0,1,0,1,1,0,0.29,0.29,0,0,0,0,0.29,312,21,312,312,0.29,364,29,-1,20,0.5,0.1,0.3,0.2,0.5,0,0,0,1,0.6,0.3,0.1,0.1,0,0.1,0.6,1,0.3,5.2,73.1,0,0.2,0
232,Joshua Sargent,21,Forward,Werder Bremen,1418,626,792,USA,28,14,14,4,3,1,2,0,2,0,0,4,1,3,21,10,11,2,0,0.38,0.13,0.25,0.43,0.11,355,1.33,68,51,709,709,0.13,90,121,-1,5,0.4,0.5,0.8,0.8,0.4,0,0,4,2,1.1,0.4,0.6,1.3,0.2,1.1,1.9,2,0.4,12,70.5,0.1,0.1,0
233,Joshua Zirkzee,20,Forward,Bayern München,293,203,90,Netherlands,9,7,2,4,2,2,0,0,0,0,0,4,3,1,1,1,0,0,0,1.23,0,1.23,0.89,2,73,0.31,293,33,0,0,0,1,293,-1,10,0.6,0.1,0.2,0,0.2,0,0,4,0,1.2,0.1,0.1,0.2,0.2,0.4,1,0,0.1,8.3,77.3,0,0,0.1
234,Josip Brekalo,22,Midfielder,Wolfsburg,1675,870,805,Croatia,30,16,14,3,2,1,4,1,3,0,0,7,4,3,23,11,12,0,0,0.38,0.21,0.16,0.21,0.11,558,1.24,73,56,0,419,0,121,64,-1,6,0.6,0.5,0.6,0.1,0.6,0,0,3,4,1.4,1.7,1.3,0.6,0.1,1.5,1.7,4,1.7,23.9,72.8,0.7,1.3,0.1
235,Josuha Guilavogui,30,Midfielder,Wolfsburg,2063,1061,1002,France,25,12,13,0,0,0,1,1,0,0,0,6,2,4,27,12,15,7,1,0.04,0.04,0,0,0,0,1.18,76,83,295,2063,0.31,315,242,-1,23,1.7,1.8,1.7,2.4,0.8,0.4,0,0,1,1,0.4,0.5,0.6,0.2,0.4,1,1,0.4,39.7,81.5,0,3.3,0.1
236,Jozo Stanic,22,Defender,Augsburg,0,0,0,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Juan Miranda González,21,Defender,Schalke 04,781,406,375,Spain,11,5,6,0,0,0,0,0,0,0,0,2,1,1,15,7,8,2,0,0,0,0,0,0,0,1.73,52,71,391,0,0.23,283,291,99,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Julian Baumgartlinger,33,Midfielder,Bayer Leverkusen,1791,932,859,Austria,27,14,13,2,1,1,2,2,0,0,0,9,6,3,29,15,14,4,0,0.2,0.1,0.1,0.1,0.1,896,1.46,62,66,448,896,0.2,163,153,-1,10,1.6,0.7,1.1,0.5,0.9,0.1,0,2,2,0.6,0.6,0.4,1.2,0,0.6,0.9,2,0.6,41.2,90.7,0,1.9,0.1
239,Julian Brandt,25,Midfielder,Borussia Dortmund,2210,1125,1085,Germany,33,16,17,3,2,1,7,4,3,0,0,14,8,6,30,11,19,0,0,0.41,0.29,0.12,0.16,0.08,737,1.22,74,67,0,316,0,151,32,-1,10,1.5,0.5,0.4,0.3,0.9,0.1,0,3,7,1,1.2,2,0.6,0.1,1.5,1.9,7,1.2,49.1,83.8,0.2,3,0.2
240,Julian Justvan,23,Forward,Wolfsburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Julian Krahl,21,Goalkeeper,Köln,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Julian Rieckmann,20,Defender,Werder Bremen,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Julian Ryerson,23,Defender,Union Berlin,357,121,236,Norway,14,7,7,0,0,0,0,0,0,0,0,5,4,1,7,1,6,2,0,0,0,0,0,0,0,1.76,51,26,179,0,0.5,290,279,105,16,0.5,0.4,0.6,0.6,0.2,0.2,0,0,0,0.1,0.1,0.5,0.4,0,0.5,0.4,0,0.1,8.2,66.1,0.1,0.2,0
244,Julian Schieber,32,Forward,Augsburg,41,41,0,Germany,2,2,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,4.39,21,21,41,0,2.2,-1,-1,-1,21,0.5,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,7,78.6,0,0,0
245,Julian Weigl,25,Midfielder,Borussia Dortmund,1021,552,469,Germany,13,7,6,1,1,0,0,0,0,0,0,5,3,2,17,9,8,4,0,0.09,0,0.09,0.16,0,1021,1.5,60,79,255,0,0.35,172,308,-1,12,1.2,0.6,0.6,1.6,0.5,0,0,1,0,0.7,0.3,0.4,0.8,0,0.5,0.5,0,0.3,63.5,90.9,0,5.5,0
246,Julius Kade,22,Midfielder,Union Berlin,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Jürgen Locadia,27,Forward,Hoffenheim,526,347,179,Netherlands,11,8,3,4,2,2,0,0,0,1,0,2,1,1,8,6,2,1,0,0.68,0,0.68,0.52,1.01,132,1.37,66,48,526,0,0.17,11,286,-1,7,0.5,0,0.6,0.3,0.3,0,0,4,0,1.8,0.3,0.2,0.7,0.5,0.8,1.3,0,0.3,11.7,72.9,0.1,0.2,0
248,Kaan Ayhan,26,Defender,Fortuna Düsseldorf,2733,1523,1210,Turkey,31,17,14,2,1,1,3,2,1,0,0,4,3,1,51,26,25,10,0,0.16,0.1,0.07,0.06,0.07,1367,1.68,54,88,273,911,0.33,190,151,93,5,1.2,1.4,1.2,2.3,0.5,0.5,0,2,3,0.9,0.6,0.5,0.6,0.1,0.1,0.3,3,0.6,54.9,83.5,0.1,6.2,0.1
249,Kaan Kurt,19,Midfielder,Borussia M'gladbach,0,0,0,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Kai Havertz,21,Midfielder,Bayer Leverkusen,2462,1119,1343,Germany,30,14,16,12,4,8,6,3,3,1,0,10,6,4,34,14,20,3,0,0.66,0.22,0.44,0.32,0.54,205,1.24,72,82,821,410,0.11,33,57,-1,1,0.7,0.1,0.9,0.6,1.1,0,0,12,6,2,2,1.9,1.1,0.4,2.5,3.3,6,2,45.1,85.4,0.2,1.3,0.1
251,Kai Pröger,29,Midfielder,Paderborn,2078,1055,1023,Germany,31,16,15,2,2,0,6,4,2,0,0,5,1,4,43,26,17,0,0,0.35,0.26,0.09,0.17,0,1039,1.86,48,67,0,346,0,168,41,-1,8,1.4,0.5,0.4,0.5,1.3,0.2,0,2,6,1.6,1.4,2.2,0.8,0.3,1,2.1,6,1.4,12.8,61.7,1.5,0.4,0
252,Karim Bellarabi,31,Midfielder,Bayer Leverkusen,1426,852,574,Germany,26,13,13,4,1,3,6,3,3,0,0,6,4,2,20,11,9,2,0,0.63,0.38,0.25,0.11,0.47,357,1.26,71,55,713,238,0.13,88,15,-1,6,0.7,0.4,0.8,0.2,0.7,0,0,4,6,2.1,1,2,0.5,0.2,1.3,1,6,1,20.8,76.4,0.6,0.7,0
253,Karim Onisiwo,29,Midfielder,Mainz 05,1722,810,912,Austria,32,16,16,4,3,1,6,3,3,0,0,4,2,2,32,11,21,3,0,0.52,0.31,0.21,0.33,0.1,431,1.67,54,54,574,287,0.16,104,25,-1,2,0.8,0.2,1.1,0.3,0.3,0.1,0,4,6,1.3,1,1.4,1.7,0.3,1.4,2.5,6,1,9.8,64.1,0.1,0.1,0
254,Karim Rekik,26,Defender,Hertha BSC,1260,630,630,Netherlands,14,7,7,1,0,1,0,0,0,0,0,3,2,1,27,15,12,0,0,0.07,0,0.07,0,0.14,1260,1.93,47,90,0,0,0,191,326,121,10,1.1,1.3,0.6,3,0.2,1.1,1,1,0,0.4,0.2,0.3,0.8,0,0.2,0.4,0,0.2,50.6,88,0,4.1,0
255,Kasim Adams Nuhu,25,Defender,Fortuna Düsseldorf,998,358,640,Ghana,13,5,8,1,0,1,0,0,0,0,0,2,2,0,27,7,20,0,0,0.09,0,0.09,0,0.14,998,2.43,37,77,0,0,0,167,339,143,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Keanan Bennetts,22,Midfielder,Borussia M'gladbach,0,0,0,England,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0
257,Kelvin Ofori,19,Midfielder,Fortuna Düsseldorf,35,24,11,Ghana,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,-1,-1,-1,19,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,10.5,90.5,0,0.5,0
258,Ken Reichel,34,Defender,Union Berlin,534,270,264,Germany,7,3,4,0,0,0,0,0,0,0,0,2,2,0,9,2,7,0,0,0,0,0,0,0,0,1.52,59,76,0,0,0,365,363,73,12,0.9,1.3,1.3,1.3,1.4,0.1,0,0,0,0.7,0.3,0.3,1.3,0,0.3,1,0,0.3,25.6,67,0.4,1.7,0
259,Kenan Karaman,27,Forward,Fortuna Düsseldorf,1358,735,623,Turkey,20,10,10,6,3,3,1,0,1,0,0,3,2,1,21,9,12,4,0,0.46,0.07,0.4,0.37,0.43,226,1.39,65,68,340,1358,0.27,45,212,-1,3,0.6,0.1,0.6,0.4,0.3,0.2,0,6,1,1.6,1.1,1.1,1.2,0.4,1.6,2.5,1,1.1,16,66.6,0.1,0.3,0
260,Kerem Demirbay,27,Midfielder,Bayer Leverkusen,1576,653,923,Germany,25,13,12,1,0,1,5,2,3,0,0,7,5,2,22,10,12,4,1,0.34,0.29,0.06,0,0.1,1576,1.26,72,63,394,315,0.23,200,31,-1,14,1.4,0.9,1,0.3,0.8,0.2,0,1,5,1.2,1.6,1.1,0.7,0,0.8,1.3,5,1.6,42.9,82.9,1.6,2.6,0.1
261,Keven Schlotterbeck,24,Defender,Union Berlin,1942,1080,862,Germany,23,12,11,0,0,0,0,0,0,0,0,7,6,1,33,12,21,7,1,0,0,0,0,0,0,1.53,59,84,243,0,0.37,361,360,75,23,2.3,1.7,0.9,4.7,0.5,0.9,0,0,0,0.5,0,0.4,1.4,0,0.1,0.3,0,0,36.5,79,0,3.1,0
262,Kevin Akpoguma,26,Defender,Hoffenheim,1137,624,513,Germany,18,10,8,0,0,0,0,0,0,0,0,6,3,3,19,12,7,2,0,0,0,0,0,0,0,1.5,60,63,569,0,0.16,345,356,70,17,1.3,0.7,0.4,2.6,0.6,0.6,1,0,0,0.1,0.1,0.1,0.7,0.1,0.5,0.6,0,0.1,41,88.3,0,1.2,0
263,Kevin Kampl,30,Midfielder,RB Leipzig,677,352,325,Slovenia,11,5,6,2,1,1,2,1,1,0,0,3,0,3,4,4,0,1,0,0.53,0.27,0.27,0.26,0.28,339,0.53,169,62,677,339,0.13,76,37,-1,11,1.5,1.5,1,0.4,1.5,0.2,0,2,2,0.5,0.8,0.6,0.2,0.1,0.5,0.9,2,0.8,46.5,88.1,0.4,1.5,0.3
264,Kevin Mbabu,26,Defender,Wolfsburg,1695,795,900,Switzerland,20,10,10,3,2,1,1,0,1,0,0,2,1,1,29,13,16,4,0,0.21,0.05,0.16,0.23,0.1,565,1.54,58,85,424,1695,0.21,123,220,77,4,3.5,1.2,1.6,2.4,1,0.5,0,3,1,0.6,0.8,2.5,0.9,0,1.5,1.7,1,0.8,30.6,72.2,1.1,1.4,0
265,Kevin Möhwald,27,Midfielder,Werder Bremen,73,0,73,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3.7,24,73,0,0,0,-1,-1,-1,22,2,0,2,1,1,0,0,0,0,3,0,0,1,0,0,1,0,0,38,89.5,0,3,0
266,Kevin Stöger,27,Forward,Fortuna Düsseldorf,1268,736,532,Austria,17,9,8,0,0,0,4,2,2,0,0,2,1,1,22,11,11,3,0,0.28,0.28,0,0,0,0,1.56,58,75,423,317,0.21,273,33,-1,12,1.2,1.5,1.7,0.3,1.1,0.1,0,0,4,1.3,1.5,1.2,1.4,0,1.1,1.4,4,1.5,53.1,83.8,0.6,4.2,0.1
267,Kevin Trapp,30,Goalkeeper,Eintracht Frankfurt,1980,990,990,Germany,22,11,11,0,0,0,0,0,0,0,0,4,3,1,38,16,22,1,0,0,0,0,0,0,0,1.73,52,90,1980,0,0.05,383,392,101,18,0,0.1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,72.6,0,9,0
268,Kevin Vogt,29,Midfielder,Werder Bremen,2073,1106,967,Germany,25,13,12,0,0,0,0,0,0,0,0,6,2,4,35,23,12,5,0,0,0,0,0,0,0,1.52,59,83,415,0,0.22,350,350,-1,12,0.6,0.8,0.8,4.7,0.5,0.5,0,0,0,0,0.1,0.4,0.7,0,0.2,0.5,0,0.1,76.8,92.4,0,5.7,0
269,Kevin Vogt,29,Midfielder,Werder Bremen,2073,1106,967,Germany,25,13,12,0,0,0,0,0,0,0,0,6,2,4,35,23,12,5,0,0,0,0,0,0,0,1.52,59,83,415,0,0.22,350,350,-1,12,1,1.8,1.4,2.6,0.6,0.9,0,0,0,0.1,0.3,0.3,0.7,0.1,0,0.3,0,0.3,55.9,86,0,5.2,0
270,Kevin Volland,28,Forward,Bayer Leverkusen,2051,1032,1019,Germany,27,14,13,10,7,3,7,1,6,0,0,7,4,3,27,14,13,3,0,0.75,0.31,0.44,0.61,0.26,205,1.18,76,76,684,293,0.13,32,24,-1,2,0.6,0.2,0.8,0.3,0.4,0.1,0,10,7,2.9,1.3,0.8,0.7,1.1,1.5,2.3,7,1.3,20.2,70.8,0.3,0.3,0.2
271,Khiry Shelton,27,Forward,Paderborn,31,31,0,USA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,25,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1.5,0,0,2,75,0,0,0
272,Kingsley Coman,24,Forward,Bayern München,1507,635,872,France,24,12,12,4,1,3,3,1,2,0,0,8,3,5,16,7,9,2,0,0.42,0.18,0.24,0.14,0.31,377,0.96,94,63,754,502,0.12,91,83,-1,9,0.8,0.2,0.5,0.1,0.6,0,0,4,3,1.5,1.4,2.4,1.4,0.2,1.5,1.9,3,1.4,29.4,82.3,0.6,1,0.1
273,Kingsley Ehizibue,26,Forward,Köln,2337,1132,1205,Netherlands,31,15,16,1,1,0,1,0,1,0,0,6,5,1,44,12,32,7,1,0.08,0.04,0.04,0.08,0,2337,1.69,53,75,292,2337,0.31,222,240,-1,12,2.5,1.3,1.8,2.1,0.6,0.3,0,1,1,0.4,0.5,1.2,1.1,0.1,0.5,1.2,1,0.5,27.1,76.5,0.4,1.2,0
274,Kingsley Schindler,27,Midfielder,Köln,850,301,549,Germany,13,6,7,0,0,0,2,1,1,0,0,1,1,0,22,7,15,0,0,0.21,0.21,0,0,0,0,2.33,39,65,0,425,0,376,65,-1,26,0.6,0.5,0.9,1.2,0.6,0.1,0,0,2,1.1,0.8,0.8,0.8,0.2,0.9,2.5,2,0.8,15.9,64.7,0.8,0.5,0.1
275,Klaus Gjasula,31,Midfielder,Paderborn,2296,1115,1181,Germany,29,14,15,2,1,1,1,1,0,0,1,5,1,4,49,29,20,17,0,0.12,0.04,0.08,0.08,0.08,1148,1.92,47,79,135,2296,0.67,174,235,-1,9,2.4,1.1,1.7,1.7,1.1,0.2,0,2,1,0.5,1,0.7,0.6,0,0.8,1.1,1,1,39.9,77,0,3.6,0
276,Koen Casteels,28,Goalkeeper,Wolfsburg,2340,1170,1170,Belgium,26,13,13,0,0,0,0,0,0,0,0,5,2,3,36,18,18,1,0,0,0,0,0,0,0,1.38,65,90,2340,0,0.04,313,318,58,19,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,32.6,70.8,0,8.5,0
277,Konrad Laimer,24,Midfielder,RB Leipzig,2123,1017,1106,Austria,29,14,15,2,2,0,6,2,4,0,0,10,2,8,21,11,10,8,1,0.34,0.25,0.08,0.18,0,1062,0.89,101,73,265,354,0.34,177,48,-1,12,3.1,1.2,2.1,0.3,2,0.3,0,2,6,0.3,0.5,1.2,0.7,0,1.1,1.5,6,0.5,43.9,81.1,0.1,2.2,0.1
278,Konstantinos Stafylidis,27,Defender,Hoffenheim,396,262,134,Greece,7,4,3,1,1,0,0,0,0,0,0,1,0,1,8,7,1,0,0,0.23,0,0.23,0.34,0,396,1.82,50,57,0,0,0,95,355,110,13,1.4,0.3,0.9,1.9,0.9,0.4,0,1,0,0.6,0.6,0.6,0.6,0,0.6,0.4,0,0.6,20.1,80.9,0.4,0.7,0
279,Krzysztof Piątek,25,Forward,Hertha BSC,907,489,418,Poland,15,8,7,4,2,2,1,1,0,2,0,5,4,1,20,12,8,2,0,0.5,0.1,0.4,0.37,0.43,227,1.98,45,60,454,907,0.2,44,160,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Kwasi Okyere Wriedt,26,Forward,Bayern München,13,13,0,Ghana,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,22,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,66.7,0,0,0
281,Lars Bender,32,Midfielder,Bayer Leverkusen,1375,719,656,Germany,18,10,8,2,2,0,1,0,1,0,0,4,4,0,21,8,13,3,0,0.2,0.07,0.13,0.25,0,688,1.37,65,76,458,1375,0.2,145,205,-1,9,2.3,1.3,1,1.5,1.1,0.3,0,2,1,0.8,1,0.8,0.6,0.1,0.4,0.8,1,1,50.4,86.2,0.1,2,0
282,Lars Lukas Mai,21,Defender,Bayern München,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Lars Stindl,32,Forward,Borussia M'gladbach,1434,826,608,Germany,25,12,13,9,3,6,3,2,1,2,0,4,2,2,17,9,8,4,0,0.75,0.19,0.56,0.33,0.89,159,1.07,84,57,359,478,0.25,16,79,-1,3,1.1,0.4,0.8,0.2,0.7,0.1,0,9,3,1.3,1.1,0.4,0.9,0.1,1.3,1,3,1.1,29.1,82.5,0.2,1.2,0.1
284,Lasse Sobiech,30,Defender,Köln,90,0,90,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2,45,90,90,0,1,-1,-1,-1,24,1,4,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,41,53.7,0,1,0
285,László Bénes,23,Midfielder,Borussia M'gladbach,890,599,291,Slovakia,22,12,10,0,0,0,4,3,1,0,0,4,2,2,12,8,4,3,0,0.4,0.4,0,0,0,0,1.21,74,40,297,223,0.3,394,13,-1,21,0.7,0.4,0.6,0.1,0.6,0.1,0,0,4,1,1.3,0.6,1.1,0,0.4,0.5,4,1.3,20.5,81.1,0.8,1.3,0.2
286,Laurent Jans,28,Defender,Paderborn,1578,659,919,Luxembourg,22,11,11,0,0,0,1,1,0,0,0,3,0,3,32,18,14,2,0,0.06,0.06,0,0,0,0,1.83,49,72,789,1578,0.11,371,215,112,26,1.9,0.9,0.4,2,1.2,0.5,0,0,1,0.4,0.5,0.5,0.4,0,0.3,0.9,1,0.5,29.3,72.2,0.4,2,0
287,Lazar Samardžić,19,Midfielder,Hertha BSC,32,30,2,Germany,3,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2.81,32,11,0,0,0,-1,-1,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Leandro Barreiro Martins,21,Midfielder,Mainz 05,938,546,392,Luxembourg,18,8,10,0,0,0,2,1,1,0,0,5,2,3,15,8,7,4,0,0.19,0.19,0,0,0,0,1.44,63,52,235,469,0.38,299,77,-1,22,2.1,0.5,1.4,0.7,0.8,0.2,0,0,2,0.4,0.3,0.3,1.3,0,0.3,0.7,2,0.3,19.8,76.8,0.1,1.2,0
289,Leon Bailey Butler,23,Forward,Bayer Leverkusen,1106,524,582,Jamaica,22,11,11,5,2,3,3,2,1,0,0,5,4,1,17,7,10,2,2,0.65,0.24,0.41,0.34,0.46,221,1.38,65,50,277,369,0.33,39,50,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Leon Dajaku,20,Forward,Bayern München,10,0,10,Germany,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,17,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,80,0,0,0
291,Leon Goretzka,26,Midfielder,Bayern München,1513,779,734,Germany,24,11,13,6,4,2,5,2,3,0,0,12,5,7,11,7,4,2,0,0.65,0.3,0.36,0.46,0.25,252,0.65,138,63,757,303,0.12,53,28,-1,5,1.2,1,1,0.3,0.9,0.1,0,6,5,1.6,0.9,0.8,1,0,0.8,0.8,5,0.9,37.9,85.9,0.2,1.5,0
292,Leonardo Balerdi Rossa,22,Defender,Borussia Dortmund,128,109,19,Argentina,7,4,3,0,0,0,0,0,0,0,0,5,3,2,4,4,0,1,0,0,0,0,0,0,0,2.81,32,18,128,0,0.7,-1,-1,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Leonardo Bittencourt,27,Midfielder,Werder Bremen,1901,888,1013,Germany,29,15,14,4,0,4,2,1,1,0,0,4,1,3,46,23,23,7,0,0.28,0.09,0.19,0,0.36,475,2.18,41,66,272,951,0.33,107,179,-1,4,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,50,0,0,0
