,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
146,Darnell Johnson,22,Defender,Leicester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Darren Randolph,33,Goalkeeper,West Ham United,180,90,90,Republic of Ireland,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,2.5,36,90,0,0,0,-1,-1,-1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,50,0,8,0
148,Daryl Janmaat,31,Defender,Watford,608,267,341,Netherlands,8,4,4,0,0,0,1,0,1,0,0,3,2,1,5,2,3,1,0,0.15,0.15,0,0,0,0,0.74,122,76,608,608,0.15,403,86,8,20,1.8,0.9,0.6,0.4,2.4,0.9,0.3,1,0,1,0.5,0.8,0.6,0.1,0,0.3,1.1,1,0.8,33.4,76.4,0.9,1,0
149,David Brooks,23,Forward,AFC Bournemouth,513,316,197,England,9,5,4,1,0,1,0,0,0,0,0,1,1,0,12,7,5,1,0,0.18,0,0.18,0,0.46,513,2.11,43,57,513,0,0.18,100,315,-1,8,0.6,0.2,0.4,0,0.1,1.3,0.1,0,1,0,0.7,0.7,1.3,0.7,0,0.8,0.8,0,0.7,17,73.9,0.7,0.4,0
150,David Button,32,Goalkeeper,Brighton & Hove Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,David de Gea,30,Goalkeeper,Manchester United,3420,1710,1710,Spain,38,19,19,0,0,0,0,0,0,0,0,13,7,6,32,15,17,2,0,0,0,0,0,0,0,0.84,107,90,1710,0,0.05,384,347,18,15,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,20.7,74.4,0,2.5,0
152,David Luiz,34,Defender,Arsenal,2852,1620,1232,Brazil,33,18,15,2,2,0,1,1,0,0,0,8,5,3,39,21,18,7,2,0.09,0.03,0.06,0.11,0,1426,1.23,73,86,317,2852,0.28,204,237,69,7,0.8,1,0.9,0.5,3.8,0.3,1.1,0,2,1,0.7,0.1,0.2,0.4,0,0.2,0.5,1,0.1,54.5,85.1,0.1,4.9,0.1
153,David Martin,35,Goalkeeper,West Ham United,435,90,345,England,5,1,4,0,0,0,0,0,0,0,0,2,0,2,6,3,3,1,0,0,0,0,0,0,0,1.24,73,87,435,0,0.21,268,323,73,19,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,40.5,0,8,0
154,David McGoldrick,33,Forward,Sheffield United,1825,1000,825,Republic of Ireland,28,15,13,2,2,0,2,1,1,0,0,9,7,2,18,6,12,2,0,0.2,0.1,0.1,0.18,0,913,0.89,101,65,913,913,0.1,160,131,-1,8,1.5,0.1,1.1,0,0.8,0.5,0.1,0,2,2,1.6,0.6,1.1,0.6,0.4,1,2.2,2,0.6,21.8,74.9,0.1,0.6,0
155,David Silva,35,Midfielder,Manchester City,1833,1122,711,Spain,27,16,11,6,5,1,10,5,5,0,0,11,8,3,14,6,8,0,0,0.79,0.49,0.29,0.4,0.13,306,0.69,131,68,0,183,0,54,5,-1,7,1,0.5,0.7,0,0.2,0.7,0.1,0,6,10,1.7,1.8,1.2,0.7,0.1,0.7,1.3,10,1.8,54.9,89.3,0.1,1.1,0.1
156,Davinson Sánchez Mina,24,Defender,Tottenham Hotspur,2430,1306,1124,Colombia,29,15,14,0,0,0,0,0,0,0,0,4,4,0,34,14,20,6,0,0,0,0,0,0,0,1.26,71,84,405,0,0.22,413,383,77,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Davy Pröpper,29,Midfielder,Brighton & Hove Albion,2830,1453,1377,Netherlands,35,18,17,1,1,0,2,0,2,0,0,8,3,5,43,22,21,4,0,0.1,0.06,0.03,0.06,0,2830,1.37,66,81,708,1415,0.13,248,205,-1,9,1.8,1.1,0.9,0,0.9,1.5,0.2,0,1,2,0.8,0.8,1.3,0.5,0,0.7,1.7,2,0.8,51,84.2,0.1,2,0
158,Dean Henderson,24,Goalkeeper,Sheffield United,3240,1620,1620,England,36,18,18,0,0,0,0,0,0,0,0,13,8,5,32,11,21,2,0,0,0,0,0,0,0,0.89,101,90,1620,0,0.06,353,387,25,18,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,25.9,36.8,0,7.4,0
159,DeAndre Yedlin,27,Defender,Newcastle United,934,514,420,USA,16,9,7,1,1,0,0,0,0,0,0,4,4,0,14,6,8,3,0,0.1,0,0.1,0.18,0,934,1.35,67,58,311,0,0.29,158,320,104,14,1.1,0.6,0.5,0.3,1,0.5,0.4,0,1,0,0.1,0.4,0.1,0.6,0.1,0.3,0.9,0,0.4,15.4,74.4,0.4,0.8,0
160,Declan Rice,22,Midfielder,West Ham United,3420,1710,1710,Republic of Ireland,38,19,19,1,1,0,3,2,1,0,0,7,3,4,59,32,27,6,0,0.11,0.08,0.03,0.05,0,3420,1.55,58,90,570,1140,0.16,251,158,-1,15,3.1,2,1.1,0,1.3,1.3,0.2,0,1,3,0.8,0.6,1.3,0.2,0.1,0.6,0.7,3,0.6,45.6,86,0.3,3.4,0
161,Dejan Lovren,31,Defender,Liverpool,777,450,327,Croatia,10,5,5,0,0,0,1,1,0,0,0,2,0,2,11,6,5,1,0,0.12,0.12,0,0,0,0,1.27,71,78,777,777,0.12,259,116,83,21,1.3,1,0.4,1.7,4.1,0.5,0.6,0,0,1,0.5,0.1,0.1,0.8,0,0,0.1,1,0.1,68,83.2,0,2.8,0.1
162,Dele Alli,25,Midfielder,Tottenham Hotspur,1853,916,937,England,25,11,14,8,5,3,4,3,1,1,0,4,3,1,24,10,14,2,0,0.58,0.19,0.39,0.49,0.29,232,1.17,77,74,927,463,0.1,38,57,-1,3,1.4,0.7,0.5,0,0.6,1,0.1,0,8,4,1.7,0.9,1.2,1.3,0.2,1.6,2,4,0.9,32.4,76.3,0,0.7,0.2
163,Demarai Gray,24,Midfielder,Leicester City,607,271,336,England,21,10,11,2,1,1,3,0,3,0,1,8,4,4,4,1,3,1,0,0.74,0.44,0.3,0.33,0.27,304,0.59,152,29,607,202,0.15,52,7,-1,9,0.6,0.2,0.1,0,0.1,0.3,0,0,2,3,1.1,0.8,0.5,0.5,0.1,0.9,1,3,0.8,13.9,87.3,0.4,0.5,0
164,Dennis Cirkin,19,Midfielder,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Dennis Praet,26,Midfielder,Leicester City,1131,588,543,Belgium,27,13,14,1,1,0,2,0,2,0,0,8,5,3,16,5,11,2,0,0.24,0.16,0.08,0.15,0,1131,1.27,71,42,566,566,0.16,173,84,-1,14,1.2,0.6,0.7,0,0.4,0.7,0,0,1,2,0.6,0.3,0.4,0.5,0,0.6,1,2,0.3,19.3,85,0.1,0.8,0
166,Dennis Srbeny,26,Forward,Norwich City,39,33,6,Germany,8,5,3,1,0,1,0,0,0,0,0,2,0,2,1,1,0,0,0,2.31,0,2.31,0,15,39,2.31,39,5,0,0,0,-1,-1,-1,4,0.6,0,0.1,0,0.1,0.3,0,0,1,0,0.3,0,0.3,0,0,0.4,0.1,0,0,2.3,72.2,0,0,0
167,Diego Rico,28,Defender,AFC Bournemouth,2336,1170,1166,Spain,27,13,14,0,0,0,4,2,2,0,0,5,3,2,37,14,23,6,0,0.15,0.15,0,0,0,0,1.43,63,87,389,584,0.23,364,88,113,26,2.3,3.1,0.7,0.2,2.2,1.1,0.3,0,0,4,0.4,1.2,0.5,0.8,0.1,0.8,1,4,1.2,40.2,67.3,1.6,2.1,0.1
168,Dimitri Foulquier,28,Defender,Watford,58,17,41,France,3,1,2,0,0,0,0,0,0,0,0,1,1,0,6,0,6,0,0,0,0,0,0,0,0,9.31,10,19,0,0,0,-1,-1,-1,14,0.3,0.7,0,0,0.7,0,0,0,0,0,0,0,0.7,0,0,0,0.7,0,0,3.3,80,0,0.3,0
169,Diogo José Teixeira da Silva,24,Midfielder,Wolverhampton Wanderers,2298,1086,1212,Portugal,34,17,17,7,3,4,1,0,1,0,0,11,7,4,25,12,13,4,0,0.31,0.04,0.27,0.25,0.3,328,0.98,92,68,575,2298,0.16,61,222,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Divock Origi,26,Forward,Liverpool,704,299,405,Belgium,28,13,15,4,3,1,1,1,0,0,0,11,5,6,12,6,6,1,0,0.64,0.13,0.51,0.9,0.22,176,1.53,59,25,704,704,0.13,19,95,-1,5,0.4,0.1,0.4,0,0.2,0.2,0,0,4,1,0.5,0.3,0.4,0.6,0,0.4,1,1,0.3,7,70.9,0.1,0.2,0
171,Djibril Sidibé,28,Defender,Everton,1820,898,922,France,25,12,13,0,0,0,4,2,2,0,0,5,4,1,26,6,20,3,0,0.2,0.2,0,0,0,0,1.29,70,73,607,455,0.15,307,52,87,16,3.3,1.6,1,0.1,1.3,1.2,0.1,0,0,4,0.5,0.8,0.6,0.8,0.1,0.5,1.1,4,0.8,37.9,78.6,0.7,2.2,0
172,Domingos Quina,21,Midfielder,Watford,18,4,14,Portugal,4,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,18,0.5,0,0.3,0,0,0.3,0,0,0,0,0.3,0,0.3,0.3,0,0.3,0.5,0,0,2.5,100,0,0,0
173,Dominic Calvert-Lewin,24,Forward,Everton,2630,1195,1435,England,36,17,19,13,7,6,1,1,0,0,0,8,5,3,38,10,28,9,0,0.48,0.03,0.44,0.53,0.38,202,1.3,69,73,292,2630,0.31,28,253,-1,2,0.2,0.2,1.6,0,1,0.3,0.1,0,13,1,2.4,0.4,0.4,1.2,0.4,0.6,2.7,1,0.4,15.4,64,0.1,0.3,0
174,Dominic Solanke,23,Forward,AFC Bournemouth,1643,773,870,England,32,13,19,3,2,1,1,1,0,0,0,3,1,2,37,15,22,1,0,0.22,0.05,0.16,0.23,0.1,548,2.03,44,51,1643,1643,0.05,103,218,-1,6,0.3,0.3,0.5,0,0.5,0.9,0,0,3,1,1,0.5,0.8,0.7,0.1,1.7,1.6,1,0.5,13.5,69.6,0,0.3,0
175,Douglas Luiz,22,Midfielder,Aston Villa,2608,1359,1249,Brazil,36,18,18,3,2,1,2,0,2,0,0,7,7,0,48,22,26,8,0,0.17,0.07,0.1,0.13,0.07,869,1.66,54,72,326,1304,0.28,163,176,-1,5,1.3,1,1.4,0,1.3,1.3,0.4,0,3,2,1.1,0.5,0.9,1,0,0.6,1.1,2,0.5,33.6,82.6,0.2,2.6,0
176,Dwight Gayle,30,Forward,Newcastle United,848,372,476,England,20,9,11,4,2,2,2,1,1,0,0,4,2,2,14,8,6,2,0,0.64,0.21,0.42,0.48,0.38,212,1.49,61,42,424,424,0.21,30,48,-1,2,0.6,0.1,0.3,0,0.5,0.2,0,0,4,2,1.2,0.3,0.1,0.7,0.1,0.6,1,2,0.3,7.3,69,0.1,0.2,0
177,Dwight McNeil,21,Forward,Burnley,3345,1678,1667,England,38,19,19,2,2,0,6,4,2,0,0,15,8,7,47,21,26,5,0,0.22,0.16,0.05,0.11,0,1673,1.26,71,88,669,558,0.13,219,79,-1,4,1.2,0.8,0.8,0,0.7,1.3,0.2,0,2,6,1.3,1.4,2,1,0,1.7,1.5,6,1.4,27.1,79.1,1.8,1.5,0
178,Ederson,27,Goalkeeper,Manchester City,3072,1530,1542,Brazil,35,17,18,0,0,0,0,0,0,0,0,16,9,7,24,10,14,4,1,0,0,0,0,0,0,0.7,128,88,614,0,0.15,357,278,6,18,0.1,0.1,0.1,0,0.7,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,25.7,86,0,3.5,0
179,Edward Nketiah,21,Forward,Arsenal,648,316,332,England,13,7,6,2,1,1,0,0,0,0,0,6,3,3,8,5,3,1,1,0.28,0,0.28,0.28,0.27,324,1.11,81,50,324,0,0.28,56,316,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Ellis Simms,20,Midfielder,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Emerson Palmieri dos Santos,26,Defender,Chelsea,1025,645,380,Italy,15,8,7,0,0,0,0,0,0,0,0,1,1,0,20,10,10,3,0,0,0,0,0,0,0,1.76,51,68,342,0,0.26,367,407,144,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Emil Krafth,26,Defender,Newcastle United,1018,374,644,Sweden,17,6,11,0,0,0,1,1,0,0,0,5,2,3,20,6,14,0,0,0.09,0.09,0,0,0,0,1.77,51,60,0,1018,0,378,141,145,24,1.1,0.5,0.2,0,2.4,0.6,0.5,0,0,1,0.2,0.1,0.2,0.4,0,0.2,0.5,1,0.1,19.4,77.2,0.1,0.6,0
183,Emile Smith Rowe,20,Midfielder,Arsenal,97,31,66,England,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,-1,-1,-1,27,0.5,0.5,0,0,1,1,0,0,0,0,0,0,1,0.5,0,0.5,2,0,0,17.5,85.7,0,0,0
184,Emiliano Buendía,24,Midfielder,Norwich City,2465,1353,1112,Argentina,36,19,17,1,0,1,7,5,2,0,0,5,2,3,50,28,22,7,1,0.29,0.26,0.04,0,0.08,2465,1.83,49,68,308,352,0.29,227,32,-1,3,2.3,0.6,1,0,0.7,2.2,0.1,0,1,7,1.1,2.3,2.8,1.5,0.1,2.2,2.3,7,2.3,39.1,80,1.1,2.5,0.3
185,Enda Stevens,30,Defender,Sheffield United,3347,1637,1710,Republic of Ireland,38,19,19,2,1,1,4,2,2,0,0,13,8,5,38,14,24,7,0,0.16,0.11,0.05,0.05,0.05,1674,1.02,88,88,478,837,0.19,222,125,43,9,2.1,0.9,1,0.1,1.6,1.4,0.2,0,2,4,0.6,0.9,1.6,0.5,0.1,1.1,1.4,4,0.9,38.7,74.9,0.5,1.8,0.1
186,Eric Bertrand Bailly,27,Defender,Manchester United,147,56,91,Côte d'Ivoire,4,2,2,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.61,147,37,0,0,0,-1,-1,-1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Eric Dier,27,Midfielder,Tottenham Hotspur,1342,742,600,England,19,12,7,0,0,0,2,0,2,0,0,4,4,0,21,9,12,5,0,0.13,0.13,0,0,0,0,1.41,64,71,268,671,0.34,416,99,-1,15,1.1,1.1,1,0.2,3.2,0.5,0.5,0,0,2,0.4,0.4,0.2,0.2,0.1,0.2,0.3,2,0.4,48.1,80.7,0,2.5,0.1
188,Eric García Martret,20,Defender,Manchester City,790,477,313,Spain,13,7,6,0,0,0,0,0,0,0,0,8,5,3,7,2,5,1,0,0,0,0,0,0,0,0.8,113,61,790,0,0.11,277,274,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Erik Lamela,29,Midfielder,Tottenham Hotspur,1210,518,692,Argentina,25,13,12,2,1,1,1,0,1,0,0,7,5,2,12,2,10,3,0,0.22,0.07,0.15,0.17,0.13,605,0.89,101,48,403,1210,0.22,112,170,-1,8,1,0.3,1.2,0,0.4,0.8,0.1,0,2,1,1.2,0.7,1.2,1,0,1.7,1,1,0.7,21.6,83.7,0.3,0.7,0.1
190,Erik Pieters,32,Defender,Burnley,1879,928,951,Netherlands,24,12,12,0,0,0,4,3,1,0,0,8,5,3,34,17,17,2,0,0.19,0.19,0,0,0,0,1.63,55,78,940,470,0.1,317,58,130,18,2.3,1.2,0.9,0.1,2,1.7,0.2,0,0,4,0.6,0.8,0.2,0.8,0,0.3,1,4,0.8,31,72.1,0.5,1.2,0.1
191,Etienne Capoue,32,Midfielder,Watford,2632,1321,1311,France,30,15,15,0,0,0,3,2,1,0,0,7,5,2,44,19,25,8,0,0.1,0.1,0,0,0,0,1.5,60,88,329,877,0.27,402,137,-1,23,2.5,2.3,1.9,0,1.9,1.6,0.4,0,0,3,0.6,0.7,0.8,1.3,0,0.9,0.6,3,0.7,47.8,81.3,0.3,3.7,0.1
192,Ezri Konsa Ngoyo,23,Midfielder,Aston Villa,2043,1036,1007,England,25,12,13,1,0,1,2,2,0,0,0,5,5,0,38,18,20,3,0,0.13,0.09,0.04,0,0.09,2043,1.67,54,82,681,1022,0.13,235,145,-1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Fabián Cornelio Balbuena González,29,Defender,West Ham United,1173,540,633,Paraguay,17,8,9,1,1,0,0,0,0,0,0,5,1,4,22,13,9,2,0,0.08,0,0.08,0.17,0,1173,1.69,53,69,587,0,0.15,181,262,138,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Fabian Delph,31,Midfielder,Everton,1190,630,560,England,16,8,8,0,0,0,0,0,0,0,0,3,3,0,21,8,13,5,1,0,0,0,0,0,0,1.59,57,74,238,0,0.38,299,295,-1,15,1.6,0.9,1.1,0,1,0.8,0.2,0,0,0,0.2,0.4,1.3,0.4,0,0.4,1.1,0,0.4,48.8,86.6,0.3,3.6,0.1
195,Fabian Schär,29,Defender,Newcastle United,1671,764,907,Switzerland,22,10,12,2,2,0,0,0,0,0,0,5,4,1,33,10,23,5,0,0.11,0,0.11,0.24,0,836,1.78,51,76,334,0,0.27,149,364,146,6,1.8,2.1,1.3,0.3,3.3,1,0.8,0,2,0,0.9,0.2,0.7,1.1,0.1,0.2,0.6,0,0.2,34.6,74.8,0,4.3,0
196,Fabinho,27,Midfielder,Liverpool,2074,1148,926,Brazil,28,14,14,2,2,0,3,3,0,0,0,9,4,5,26,13,13,6,0,0.22,0.13,0.09,0.16,0,1037,1.13,80,74,346,691,0.26,171,101,-1,13,2.2,1.2,1.1,0,0.6,1.5,0.1,0,2,3,0.4,0.7,0.3,0.7,0,0.3,0.5,3,0.7,56.4,87,0.1,2.9,0
197,Faustino Anjorin,19,Defender,Chelsea,19,19,0,England,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,-1,-1,-1,19,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,7,100,0,0,0
198,Faustino Marcos Alberto Rojo,31,Defender,Manchester United,120,90,30,Argentina,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1.5,60,40,120,0,0.75,-1,-1,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Federico Fernández,32,Defender,Newcastle United,2618,1355,1263,Argentina,32,16,16,2,1,1,2,1,1,0,0,9,5,4,38,18,20,8,0,0.14,0.07,0.07,0.07,0.07,1309,1.31,69,82,327,1309,0.28,190,183,91,9,1.3,0.8,0.5,0.3,5.8,0.7,0.9,1,2,2,0.5,0.1,0.3,0.6,0.1,0.1,0.7,2,0.1,34.7,77,0.2,3.1,0
200,Felipe Anderson Pereira Gomes,28,Midfielder,West Ham United,1506,814,692,Brazil,25,13,12,1,1,0,4,2,2,0,0,5,3,2,26,14,12,1,0,0.3,0.24,0.06,0.11,0,1506,1.55,58,60,1506,377,0.06,208,38,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Fernando Luiz Rosa,35,Midfielder,Manchester City,2398,1165,1233,Brazil,30,15,15,0,0,0,1,1,0,0,0,12,7,5,23,9,14,10,2,0.04,0.04,0,0,0,0,0.86,104,80,218,2398,0.41,280,220,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Fikayo Tomori,23,Defender,Chelsea,1293,630,663,England,15,7,8,1,0,1,0,0,0,0,0,4,3,1,18,7,11,3,0,0.07,0,0.07,0,0.14,1293,1.25,72,86,431,0,0.21,197,419,75,12,1.9,1.5,0.5,0.4,2.8,0.3,0.5,0,1,0,0.5,0.3,0.6,0.4,0.1,0.3,0.7,0,0.3,76.7,87.4,0.1,2.8,0.1
203,Filip Benković,23,Defender,Leicester City,0,0,0,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Florian Lejeune,29,Defender,Newcastle United,441,254,187,France,6,3,3,2,0,2,0,0,0,0,0,1,1,0,10,5,5,0,0,0.41,0,0.41,0,0.96,221,2.04,44,74,0,0,0,32,335,162,5,1.3,1.7,1,0.2,2.2,0.5,0.3,0,2,0,0.7,0.2,0.7,0.7,0,0.3,0.5,0,0.2,32.8,69,0,2.3,0
205,Florin Andone,28,Forward,Brighton & Hove Albion,72,46,26,Romania,3,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1.25,0,1.25,0,3.46,72,0,0,24,36,0,2.5,-1,-1,-1,11,0.3,0,0.7,0,0.3,0,0.3,0,1,0,0.3,0.3,0.7,1,0,0.3,1.7,0,0.3,4,58.3,0,0,0
206,Francisco Femenía Far,30,Midfielder,Watford,2241,1221,1020,Spain,28,15,13,0,0,0,0,0,0,0,0,4,4,0,44,19,25,5,0,0,0,0,0,0,0,1.77,51,80,448,0,0.2,401,366,-1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Fraser Forster,33,Goalkeeper,Southampton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Frédéric Guilbert,26,Defender,Aston Villa,2041,861,1180,France,25,11,14,0,0,0,2,2,0,0,0,4,4,0,34,9,25,7,0,0.09,0.09,0,0,0,0,1.5,60,82,292,1021,0.31,281,152,119,21,3,2,1.4,0.2,2.4,1.2,0.4,0,0,2,0.3,0.5,0.9,0.8,0.1,0.6,1.2,2,0.5,30,68.9,0.6,1.6,0
209,Frederico Rodrigues Santos,28,Midfielder,Manchester United,2159,1068,1091,Brazil,29,15,14,0,0,0,0,0,0,0,0,8,5,3,23,9,14,8,0,0,0,0,0,0,0,0.96,94,74,270,0,0.33,305,263,-1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Gabriel Jesus,24,Forward,Manchester City,2026,987,1039,Brazil,34,17,17,14,6,8,7,2,5,0,1,15,8,7,10,5,5,3,0,0.93,0.31,0.62,0.55,0.69,145,0.44,203,60,675,289,0.13,10,19,-1,3,0.5,0.3,0.8,0,0.2,0.5,0,0,14,7,3,0.9,1.3,0.9,0.6,1,1.4,7,0.9,17.9,86.5,0.1,0.6,0
211,Gabriel Teodoro Martinelli Silva,19,Midfielder,Arsenal,656,257,399,Brazil,14,6,8,3,1,2,0,0,0,0,0,4,1,3,9,6,3,1,0,0.41,0,0.41,0.35,0.45,219,1.23,73,47,656,0,0.14,34,343,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Gaëtan Bong Songo,33,Defender,Brighton & Hove Albion,55,2,53,Cameroon,4,2,2,0,0,0,0,0,0,0,0,2,1,1,2,0,2,0,0,0,0,0,0,0,0,3.27,28,14,0,0,0,-1,-1,-1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Gary Cahill,35,Defender,Crystal Palace,2168,1088,1080,England,25,13,12,0,0,0,1,0,1,0,0,7,4,3,33,12,21,1,0,0.04,0.04,0,0,0,0,1.37,66,87,2168,2168,0.04,336,234,106,17,0.6,0.7,0.6,0.2,4.4,0.3,1,0,0,1,0.8,0.1,0.2,0.5,0,0.2,0.5,1,0.1,40.2,84.9,0,2.9,0
214,Gavin Kilkenny,21,Midfielder,AFC Bournemouth,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Gedson Carvalho Fernandes,22,Midfielder,Tottenham Hotspur,61,44,17,Portugal,7,4,3,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,1.48,61,9,0,0,0,-1,-1,-1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,George Baldock,28,Defender,Sheffield United,3420,1710,1710,England,38,19,19,2,0,2,3,1,2,0,0,13,8,5,38,14,24,7,0,0.13,0.08,0.05,0,0.11,1710,1,90,90,489,1140,0.18,218,155,39,7,1.6,0.9,1.2,0.1,1.8,0.5,0.1,0,2,3,0.3,0.6,1.1,1.2,0.3,0.6,1.1,3,0.6,29.4,75.9,1,0.6,0
217,George Hirst,22,Forward,Leicester City,9,2,7,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,24,0,0,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,0.5,0,0,2.5,80,0,0,0
218,Georges-Kevin N'Koudou Mbida,26,Forward,Tottenham Hotspur,2,2,0,France,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
