,Player,Tackles,Inter,Fouls,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
586,Denis Vavro,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,100.0,0.0,1.0,0.0
587,Denis Vavro,0.6,1.0,0.8,1.8,0.0,1.0,0.0,0.0,0.7,0.1,0.0,0.4,0.0,0.0,0.2,0.0,0.1,28.7,76.6,0.0,1.9,0.0
588,Denis Zakaria,1.2,0.9,0.9,1.2,0.3,0.0,1.0,1.0,0.4,0.4,0.8,0.5,0.0,0.3,0.8,1.0,0.4,25.6,88.0,0.0,0.9,0.0
589,Dennis Appiah,2.5,1.1,0.7,1.7,0.3,0.0,0.0,2.0,0.3,0.6,0.5,0.1,0.0,0.8,0.8,2.0,0.6,29.2,74.8,0.2,0.9,0.0
590,Dennis Borkowski,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,80.0,0.0,0.0,0.0
591,Dennis Geiger,1.4,0.3,1.7,0.0,0.0,0.0,1.0,1.0,0.8,1.3,0.3,1.0,0.0,0.3,1.0,1.0,1.3,34.6,88.1,0.9,2.2,0.1
592,Dennis Man ,0.9,0.1,0.4,0.4,0.0,0.0,2.0,1.0,1.4,0.4,0.9,0.5,0.0,0.7,1.4,1.0,0.4,18.1,85.0,0.2,0.9,0.0
593,Dennis Praet,0.9,0.5,0.8,0.2,0.1,0.0,1.0,1.0,0.5,0.5,0.4,0.1,0.0,0.6,0.7,1.0,0.5,19.6,82.7,0.3,0.4,0.0
594,Dereck Kutesa,0.5,0.3,0.4,0.1,0.0,0.0,1.0,2.0,0.4,0.3,0.5,0.6,0.2,0.5,0.8,2.0,0.3,4.7,70.5,0.1,0.0,0.0
595,Deyovaisio Zeefuik,0.6,0.5,0.9,1.2,0.1,0.0,1.0,0.0,0.1,0.5,0.4,0.8,0.0,0.2,0.7,0.0,0.5,16.9,71.5,0.5,0.7,0.0
596,Deyverson,0.2,0.3,0.6,0.4,0.0,0.0,1.0,3.0,0.5,0.4,0.3,0.9,0.4,0.4,1.2,3.0,0.4,10.7,51.2,0.1,0.7,0.0
597,Diadie Samassékou,2.3,2.5,1.4,1.6,0.4,0.0,0.0,2.0,0.5,0.3,0.7,1.5,0.0,0.7,1.3,2.0,0.3,44.1,82.7,0.1,2.4,0.1
598,Didier Ndong,1.8,1.3,1.4,1.3,0.2,0.0,0.0,1.0,0.2,0.3,0.8,0.6,0.0,0.6,1.3,1.0,0.3,51.1,87.7,0.1,3.8,0.1
599,Diego Carlos,0.7,0.9,1.5,3.2,0.8,1.0,1.0,0.0,0.5,0.2,0.2,0.6,0.0,0.0,0.2,0.0,0.2,56.9,89.9,0.0,4.6,0.0
600,Diego Costa,0.1,0.0,1.0,0.3,0.0,0.0,2.0,0.0,0.7,0.6,0.1,0.4,0.7,0.9,1.0,0.0,0.6,10.3,77.8,0.1,0.3,0.0
601,Diego Demme,2.3,0.5,1.4,0.6,0.0,0.0,2.0,3.0,0.6,0.8,0.3,1.2,0.0,0.8,0.6,3.0,0.8,51.8,89.2,0.0,2.4,0.0
602,Diego Farias,0.3,0.4,0.6,0.1,0.0,0.0,4.0,2.0,1.1,1.1,0.6,0.5,0.1,0.4,0.9,2.0,1.1,21.5,82.9,0.3,1.1,0.0
603,Diego Godín,2.1,2.0,1.1,4.0,0.9,0.0,1.0,0.0,0.4,0.3,0.6,1.0,0.1,0.1,0.3,0.0,0.3,55.2,83.6,0.0,4.7,0.0
604,Diego González,0.6,1.1,1.0,2.5,0.5,1.0,1.0,0.0,0.3,0.1,0.4,0.2,0.0,0.2,0.1,0.0,0.1,39.1,88.9,0.0,2.6,0.0
605,Diego Lainez,0.4,0.5,0.7,0.2,0.0,0.0,0.0,2.0,0.6,0.6,1.4,1.3,0.1,1.1,1.2,2.0,0.6,15.8,79.8,0.3,0.3,0.0
606,Diego Llorente,1.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,82.8,0.0,3.0,0.0
607,Diego Llorente,2.3,1.3,1.0,2.5,0.9,0.0,1.0,0.0,0.5,0.3,0.4,0.6,0.0,0.5,0.7,0.0,0.3,47.9,83.3,0.0,2.7,0.1
608,Dilane Bakwa,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.9,0.0,0.1,0.4,0.0,0.1,5.7,85.0,0.0,0.0,0.0
609,Dimitri Foulquier,1.1,0.8,0.9,1.4,0.2,1.0,0.0,4.0,0.3,0.3,0.8,0.8,0.1,0.8,1.3,4.0,0.3,23.4,70.6,0.2,1.7,0.0
610,Dimitri Lienard,1.1,0.5,0.6,0.2,0.0,0.0,2.0,4.0,0.9,1.2,0.4,0.4,0.0,0.4,0.9,4.0,1.2,28.4,82.7,1.6,3.0,0.0
611,Dimitri Payet,0.8,0.2,0.5,0.3,0.1,0.0,7.0,10.0,1.4,2.0,1.1,1.4,0.0,0.8,1.6,10.0,2.0,36.5,78.9,1.4,1.5,0.1
612,Dimitrios Siovas,1.3,1.7,1.1,3.3,0.5,0.0,2.0,0.0,0.8,0.2,0.3,0.3,0.0,0.1,0.4,0.0,0.2,51.4,81.1,0.0,3.0,0.0
613,Dimitris Limnios,0.8,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.5,0.4,0.4,1.0,0.1,0.3,0.7,0.0,0.4,9.1,69.7,0.1,0.3,0.0
614,Dimitry Bertaud,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,29.6,64.3,0.0,12.1,0.0
615,Diogo Dalot,1.5,1.2,1.2,1.8,0.2,0.0,1.0,1.0,0.5,0.4,0.4,0.2,0.1,0.2,0.8,1.0,0.4,23.2,79.1,0.5,1.8,0.0
616,Diogo Jota,0.6,0.3,1.3,0.2,0.0,0.0,9.0,0.0,2.4,0.6,1.1,1.1,0.1,1.1,2.1,0.0,0.6,22.4,74.9,0.1,0.4,0.1
617,Dion Lopy,0.3,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.8,0.5,0.8,0.5,0.0,0.0,1.3,0.0,0.5,25.8,88.3,0.3,1.0,0.0
618,Dion Moisés Sahi,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.3,0.5,0.5,0.0,0.3,1.2,0.0,0.3,5.3,71.9,0.0,0.0,0.0
619,Divock Origi,0.3,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.8,0.2,0.0,0.1,0.0,0.6,0.4,0.0,0.2,6.2,80.4,0.1,0.0,0.0
620,Djamel Benlamri,0.8,1.0,0.3,1.5,0.3,0.0,0.0,0.0,0.0,0.2,0.0,1.2,0.0,0.2,0.2,0.0,0.2,13.3,88.8,0.0,1.3,0.0
621,Djavan Anderson,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.0,7.7,78.3,0.0,0.0,0.0
622,Djené Dakonam,1.8,1.2,1.0,2.8,0.3,0.0,0.0,1.0,0.1,0.2,0.4,1.1,0.0,0.4,0.6,1.0,0.2,29.6,73.3,0.0,2.5,0.0
623,Djibril Sidibé,1.9,1.7,1.1,1.2,0.2,0.0,0.0,2.0,0.2,0.8,0.3,0.7,0.0,0.2,0.7,2.0,0.8,51.1,85.1,0.8,2.3,0.1
624,Djibril Sow,2.1,1.8,1.4,0.5,0.3,0.0,0.0,2.0,0.4,0.6,0.6,1.4,0.1,0.8,1.3,2.0,0.6,43.0,87.8,0.0,1.6,0.0
625,Dodi Lukébakio,0.7,0.4,1.2,0.2,0.0,0.0,5.0,5.0,1.4,0.8,1.3,1.1,0.7,1.4,1.7,5.0,0.8,17.2,76.4,0.3,1.0,0.0
626,Domagoj Bradaric,1.1,1.0,0.7,0.5,0.2,0.0,1.0,2.0,0.2,0.4,0.3,0.5,0.0,0.2,0.8,2.0,0.4,28.5,84.6,0.3,1.1,0.0
627,Domenico Berardi,1.4,0.9,1.4,1.0,0.0,0.0,17.0,7.0,3.8,1.9,1.0,2.0,0.1,1.0,1.8,7.0,1.9,39.4,80.5,1.0,2.0,0.2
628,Domenico Criscito,1.9,1.9,1.0,2.2,0.6,0.0,1.0,0.0,0.3,0.3,0.2,1.1,0.0,0.2,0.4,0.0,0.3,44.2,82.3,0.2,3.3,0.0
629,Domingos Duarte,1.1,1.0,0.8,2.9,0.7,0.0,1.0,0.0,0.2,0.2,0.1,0.7,0.0,0.1,0.2,0.0,0.2,32.9,77.0,0.0,2.8,0.0
630,Domingos Quina,0.6,0.3,0.6,0.0,0.0,0.0,2.0,0.0,1.0,0.6,0.8,1.3,0.1,1.4,1.0,0.0,0.6,11.1,76.4,0.0,0.5,0.0
631,Dominic Calvert-Lewin,0.5,0.2,1.1,1.0,0.2,0.0,16.0,0.0,2.5,0.5,0.7,1.2,0.5,0.9,3.1,0.0,0.5,20.5,68.7,0.1,0.5,0.0
632,Dominick Drexler,1.3,0.5,0.7,0.5,0.0,0.0,2.0,1.0,0.4,0.6,0.3,0.9,0.2,0.7,0.9,1.0,0.6,18.1,79.6,0.3,0.6,0.0
633,Dominik Kohr,1.6,1.3,1.3,1.3,0.1,0.0,0.0,0.0,0.7,0.1,0.4,0.7,0.0,0.0,1.0,0.0,0.1,23.4,78.7,0.0,1.0,0.0
634,Dominik Kohr,2.8,1.6,1.5,0.9,0.3,0.0,1.0,1.0,0.9,0.4,0.2,1.1,0.0,0.9,1.4,1.0,0.4,31.4,73.4,0.0,1.2,0.0
635,Dominique Heintz,1.0,1.7,0.8,2.3,0.4,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.0,0.2,0.4,0.0,0.1,45.4,86.8,0.1,4.7,0.0
636,Donny van de Beek,0.8,0.3,0.3,0.3,0.1,0.0,1.0,1.0,0.1,0.2,0.4,0.3,0.0,0.4,0.6,1.0,0.2,14.4,86.1,0.0,0.3,0.0
637,Douglas Costa,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.5,10.5,85.7,0.5,0.5,0.0
638,Douglas Costa,0.2,0.2,0.6,0.1,0.0,0.0,1.0,1.0,0.4,0.5,0.8,0.2,0.3,0.6,0.9,1.0,0.5,14.1,78.1,0.5,0.9,0.0
639,Douglas Luiz,1.5,1.3,1.8,1.2,0.5,0.0,0.0,2.0,0.8,0.6,0.7,1.5,0.0,0.5,0.8,2.0,0.6,42.9,85.7,0.1,3.3,0.0
640,Dries Mertens,0.6,0.3,0.5,0.1,0.0,0.0,9.0,8.0,1.9,1.2,0.4,0.3,0.2,0.2,0.6,8.0,1.2,14.6,80.3,0.4,0.3,0.0
641,Drissa Camara ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,87.5,0.0,0.0,0.0
642,Duje Caleta-Car,0.9,1.3,0.9,3.9,0.7,0.0,2.0,1.0,0.3,0.2,0.1,0.5,0.0,0.1,0.2,1.0,0.2,57.4,86.1,0.0,3.4,0.0
643,Dusan Vlahovic,0.4,0.1,1.4,0.4,0.1,0.0,21.0,3.0,2.3,0.5,0.7,1.9,0.7,2.4,2.9,3.0,0.5,16.1,66.3,0.0,0.4,0.0
644,Duván Zapata,0.3,0.2,0.8,0.5,0.1,0.0,15.0,9.0,2.7,1.1,0.9,1.3,0.6,1.8,3.1,9.0,1.1,20.6,79.5,0.2,0.3,0.0
645,Dwight Gayle,0.1,0.1,0.3,0.1,0.1,0.0,1.0,1.0,0.9,0.3,0.1,0.3,0.2,0.1,0.4,1.0,0.3,6.0,85.2,0.1,0.0,0.0
646,Dwight McNeil,1.3,0.9,0.3,0.5,0.2,0.0,2.0,5.0,0.7,1.3,1.8,1.1,0.1,1.7,1.6,5.0,1.3,30.7,78.9,1.4,1.8,0.0
647,Dylan Bronn,1.5,1.2,1.0,2.8,0.4,0.0,2.0,0.0,0.4,0.2,0.4,0.3,0.0,0.2,0.3,0.0,0.2,47.1,83.2,0.0,3.4,0.0
648,Eberechi Eze,0.8,0.7,0.5,0.2,0.1,0.0,4.0,6.0,1.1,1.3,1.9,2.1,0.0,1.1,1.7,6.0,1.3,32.0,84.2,0.7,0.7,0.0
649,Ebrima Colley,0.5,0.3,0.6,0.0,0.0,0.0,1.0,0.0,0.7,0.3,0.8,0.8,0.3,0.8,1.5,0.0,0.3,10.5,75.1,0.1,0.1,0.0
650,Ebrima Darboe,1.0,1.6,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6,0.6,0.0,0.2,0.6,0.0,0.4,52.8,93.9,0.0,3.0,0.0
651,Eddie Nketiah,0.2,0.0,0.6,0.3,0.0,0.0,2.0,1.0,0.7,0.5,0.4,0.6,0.0,0.3,0.8,1.0,0.5,5.4,82.4,0.1,0.0,0.0
652,Eddie Salcedo,0.3,0.3,0.7,0.3,0.0,0.0,2.0,0.0,1.0,0.2,0.5,0.7,0.1,0.8,1.0,0.0,0.2,11.4,70.7,0.0,0.1,0.0
653,Eddy Sylvestre,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.0,8.5,88.2,0.3,0.0,0.0
654,Eden Hazard,0.2,0.2,0.1,0.0,0.0,0.0,3.0,2.0,0.7,0.4,1.0,1.4,0.2,0.7,0.9,2.0,0.4,23.9,88.4,0.1,0.6,0.0
655,Eder Militão,1.4,1.4,1.1,2.9,0.4,0.0,1.0,0.0,0.9,0.0,0.1,0.9,0.0,0.1,0.6,0.0,0.0,55.6,90.6,0.1,4.7,0.0
656,Ederson,0.1,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,1.0,0.0,26.6,81.2,0.0,4.4,0.0
657,Edgar Badia,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,33.5,72.0,0.0,8.7,0.0
658,Edgar Méndez,1.2,0.6,1.6,0.4,0.1,0.0,5.0,1.0,1.1,0.5,0.5,1.5,0.2,0.8,2.0,1.0,0.5,11.7,60.6,0.4,0.5,0.0
659,Edgar Sevikyan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0,0.0,0.0,0.0
660,Edimilson Fernandes,0.6,2.1,0.5,1.7,0.3,0.0,0.0,1.0,0.9,0.9,0.2,0.4,0.1,1.0,0.9,1.0,0.9,22.5,76.8,0.7,1.4,0.0
661,Edin Dzeko,0.3,0.0,0.9,0.4,0.1,0.0,7.0,3.0,2.6,1.1,1.0,1.4,0.4,1.1,2.1,3.0,1.1,18.0,68.8,0.1,0.7,0.0
662,Edinson Cavani,0.5,0.2,0.8,0.4,0.0,0.0,10.0,3.0,1.3,0.5,0.2,0.5,0.2,0.4,1.2,3.0,0.5,12.9,77.4,0.0,0.5,0.1
663,Edmond Tapsoba,1.7,1.5,1.4,2.9,0.9,1.0,1.0,0.0,0.5,0.1,0.6,0.3,0.2,0.3,0.7,0.0,0.1,90.4,89.7,0.0,6.7,0.0
664,Edoardo Bove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,100.0,0.0,0.0,0.0
665,Edoardo Goldaniga,1.1,1.5,1.2,2.4,0.3,0.0,0.0,1.0,0.3,0.3,0.2,1.0,0.0,0.1,0.4,1.0,0.3,31.1,75.9,0.3,2.0,0.0
666,Edoardo Vergani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0
667,Edouard Michut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,Edu Expósito,1.6,0.7,0.9,0.4,0.1,0.0,0.0,3.0,1.4,1.4,1.3,0.9,0.0,1.1,1.5,3.0,1.4,34.4,77.5,0.8,2.4,0.0
669,Eduard Löwen,0.7,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,8.6,80.0,0.1,0.4,0.0
670,Eduardo Camavinga,2.8,0.7,1.6,0.4,0.1,0.0,1.0,2.0,0.7,0.6,1.2,1.5,0.0,0.7,1.8,2.0,0.6,45.5,89.0,0.0,1.7,0.0
671,Eduardo Henrique,0.3,0.4,1.0,0.4,0.1,0.0,1.0,0.0,0.5,0.3,0.7,0.8,0.1,0.9,0.5,0.0,0.3,21.8,82.2,0.0,0.4,0.0
672,Eiji Kawashima,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,26.3,64.3,0.0,8.8,0.0
673,El Bilal Touré,0.7,0.2,1.3,0.3,0.1,0.0,4.0,1.0,0.6,0.3,0.3,0.4,0.3,0.3,1.3,1.0,0.3,8.6,71.6,0.0,0.0,0.0
674,Eldor Shomurodov,0.9,0.2,1.3,0.3,0.1,0.0,8.0,1.0,1.3,0.6,0.5,0.7,0.4,1.0,2.5,1.0,0.6,15.1,70.0,0.1,0.2,0.0
675,Eliaquim Mangala,0.0,0.9,0.7,1.7,0.9,0.0,0.0,0.0,0.3,0.0,0.1,0.3,0.3,0.1,0.0,0.0,0.0,15.4,69.4,0.0,0.7,0.0
676,Elias Bördner,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,58.8,0.0,4.0,0.0
677,Elio Capradossi,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,82.2,0.0,1.0,0.0
678,Eliot Matazo,1.1,0.1,0.5,0.2,0.0,0.0,1.0,1.0,0.3,0.3,0.4,0.3,0.0,0.2,0.5,1.0,0.3,8.8,78.4,0.0,0.1,0.0
679,Eljif Elmas,0.5,0.1,0.3,0.2,0.0,0.0,2.0,1.0,0.4,0.4,0.4,0.2,0.0,0.3,0.5,1.0,0.4,10.5,90.8,0.1,0.2,0.0
680,Elliot Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
681,Ellyes Skhiri,2.6,2.6,1.3,1.0,0.4,0.0,5.0,2.0,0.5,0.5,0.5,0.5,0.1,0.5,1.0,2.0,0.5,47.3,86.7,0.0,2.9,0.0
682,Elseid Hysaj,1.2,1.3,0.7,1.8,0.2,0.0,0.0,2.0,0.3,0.6,0.9,0.8,0.0,0.3,1.0,2.0,0.6,44.1,84.6,0.0,2.0,0.1
683,Elvis Rexhbecaj,1.8,0.9,0.7,0.5,0.2,0.0,5.0,2.0,0.9,0.9,0.4,1.6,0.0,0.8,1.6,2.0,0.9,19.2,66.3,0.6,0.8,0.0
684,Elye Wahi,0.2,0.1,0.4,0.3,0.0,0.0,3.0,1.0,0.7,0.3,0.4,0.8,0.3,0.5,0.7,1.0,0.3,5.6,68.0,0.0,0.0,0.0
685,Emanuel Vignato,0.6,0.3,0.4,0.2,0.0,0.0,1.0,4.0,0.7,0.8,0.7,0.4,0.1,0.4,0.5,4.0,0.8,20.3,77.9,0.5,0.7,0.1
686,Emerson,1.5,0.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,73.2,0.5,1.5,0.0
687,Emerson Royal,2.7,1.8,1.7,2.5,0.2,1.0,1.0,4.0,0.3,1.0,0.7,2.1,0.1,1.0,1.6,4.0,1.0,45.0,81.2,0.6,1.2,0.0
688,Emil Audero,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,28.8,65.6,0.0,7.2,0.0
689,Emil Forsberg,0.4,0.4,0.5,0.1,0.0,0.0,7.0,4.0,1.2,1.2,0.7,0.9,0.2,0.8,1.3,4.0,1.2,19.6,79.4,0.5,0.4,0.1
690,Emil Krafth,1.2,0.9,0.8,2.9,0.6,0.0,1.0,0.0,0.4,0.4,0.2,0.6,0.1,0.3,0.6,0.0,0.4,28.4,74.9,0.2,1.2,0.0
691,Emile Smith Rowe,0.7,0.5,0.3,0.5,0.1,0.0,2.0,4.0,0.7,1.4,0.5,1.0,0.2,0.4,1.9,4.0,1.4,36.3,88.7,0.1,0.6,0.1
692,Emiliano Martínez,0.1,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,29.8,62.5,0.0,7.0,0.0
693,Emiliano Rigoni,0.5,0.3,0.9,0.4,0.0,0.0,1.0,1.0,0.7,0.5,0.6,0.3,0.3,0.6,1.6,1.0,0.5,14.7,82.2,0.5,0.4,0.0
694,Emmanuel Dennis,1.4,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.6,0.2,1.2,0.6,0.8,0.4,3.1,0.0,0.2,13.9,72.0,0.3,0.0,0.0
695,Emmanuel Gyabuaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
696,Emmanuel Gyasi,0.8,0.4,1.8,0.2,0.1,0.0,4.0,6.0,0.8,0.7,1.1,1.4,0.8,1.2,2.0,6.0,0.7,24.5,84.5,0.2,0.5,0.0
697,Emmanuel Rivière,0.1,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.6,0.2,0.2,0.9,0.0,0.4,0.9,1.0,0.2,7.0,73.5,0.0,0.1,0.0
698,Emre Can,1.5,1.7,1.3,1.8,0.4,0.0,1.0,4.0,0.6,0.6,1.1,0.8,0.0,0.5,0.7,4.0,0.6,62.3,87.0,0.3,3.8,0.0
699,Emre Mor,0.7,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.3,1.5,1.2,0.5,1.2,1.6,0.0,0.3,9.9,75.2,0.1,0.4,0.0
700,Emrehan Gedikli,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,75.0,0.0,0.0,0.0
701,Enda Stevens,2.0,0.7,1.1,2.5,0.4,0.0,0.0,1.0,0.5,0.6,0.7,0.3,0.1,1.0,1.5,1.0,0.6,39.5,78.1,0.4,1.9,0.0
702,Enes Ünal,0.4,0.1,1.4,0.5,0.0,0.0,4.0,2.0,1.4,0.5,0.6,1.3,0.2,1.3,2.2,2.0,0.5,12.1,59.3,0.0,0.2,0.0
703,Enis Bardhi,1.1,0.8,1.0,0.5,0.1,0.0,1.0,2.0,1.4,0.8,1.3,0.9,0.2,1.4,1.6,2.0,0.8,30.8,78.7,0.7,2.0,0.0
704,Enock Kwateng,1.2,1.4,0.8,1.4,0.2,0.0,1.0,0.0,0.2,0.4,0.4,0.9,0.0,0.4,1.1,0.0,0.4,30.9,81.1,0.3,1.1,0.0
705,Enric Gallego,0.3,0.0,1.4,0.4,0.0,0.0,0.0,2.0,0.6,0.3,0.3,0.5,0.2,0.4,1.6,2.0,0.3,11.3,58.9,0.0,0.1,0.0
706,Enzo Ebosse,0.8,0.3,0.5,2.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.7,0.0,0.0,0.7,0.0,0.2,22.5,89.6,0.2,0.8,0.0
707,Enzo Le Fée,1.4,0.7,0.7,0.2,0.2,0.0,0.0,6.0,0.9,0.9,1.1,1.1,0.0,0.9,1.3,6.0,0.9,21.9,82.1,0.6,1.1,0.1
708,Enzo Millot,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,8.5,76.5,0.5,0.0,0.0
709,Eren Sami Dinkci,0.1,0.3,0.1,0.1,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.0,0.1,0.4,1.1,0.0,0.4,2.9,78.3,0.0,0.0,0.0
710,Eric Bailly,0.4,1.1,0.8,3.0,0.9,0.0,0.0,0.0,0.2,0.0,0.3,0.3,0.0,0.0,0.6,0.0,0.0,46.8,88.3,0.0,1.7,0.0
711,Eric Dier,0.8,0.8,0.6,4.4,1.1,0.0,0.0,0.0,0.5,0.2,0.1,0.4,0.0,0.0,0.4,0.0,0.2,63.9,83.2,0.0,4.0,0.0
712,Eric García,1.3,0.7,0.7,1.7,0.2,0.0,0.0,0.0,0.3,0.2,0.0,0.3,0.0,0.0,0.7,0.0,0.2,56.5,95.3,0.0,1.7,0.0
713,Eric Maxim Choupo-Moting,0.4,0.1,0.2,0.3,0.0,0.0,3.0,0.0,0.9,0.6,0.7,0.4,0.4,0.8,1.2,0.0,0.6,9.9,79.4,0.0,0.1,0.0
714,Erick Cabaco,1.2,0.7,1.2,2.4,0.3,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.1,0.0,0.4,0.0,0.0,23.4,62.1,0.1,3.9,0.0
715,Erick Pulgar,1.3,1.3,0.7,1.3,0.3,0.0,1.0,3.0,0.5,0.7,0.4,0.7,0.0,0.2,0.8,3.0,0.7,34.5,85.1,0.7,2.1,0.0
716,Erik Durm,0.8,1.4,0.4,1.0,0.2,0.0,1.0,2.0,1.0,0.7,0.5,0.7,0.0,0.5,1.3,2.0,0.7,25.3,71.8,0.4,1.1,0.0
717,Erik Lamela,0.7,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.4,1.1,0.4,0.0,0.6,0.9,0.0,0.4,14.7,83.1,0.1,0.3,0.0
718,Erik Pieters,1.5,0.6,1.3,1.4,0.5,1.0,0.0,1.0,0.2,0.3,0.3,1.1,0.1,0.5,0.6,1.0,0.3,23.6,74.4,0.0,1.4,0.0
719,Erik Thommy,0.4,0.4,0.6,0.4,0.0,0.0,0.0,2.0,1.5,0.6,0.4,0.9,0.0,0.9,1.8,2.0,0.6,14.9,77.3,0.5,1.3,0.0
720,Erling Haaland,0.3,0.1,0.7,0.6,0.1,0.0,27.0,6.0,3.3,1.0,1.1,0.8,0.6,0.4,1.9,6.0,1.0,16.3,72.7,0.0,0.1,0.0
721,Ermedin Demirovic,0.5,0.0,1.5,0.9,0.2,0.0,5.0,6.0,1.4,0.5,0.5,0.5,0.3,1.0,1.7,6.0,0.5,8.2,53.0,0.1,0.1,0.0
722,Ermin Bicakcic,0.5,1.5,1.0,4.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.5,86.9,0.0,0.5,0.0
723,Ernesto Torregrossa,0.2,0.2,1.2,0.2,0.0,0.0,1.0,0.0,0.7,0.5,0.5,0.2,0.5,0.8,1.3,0.0,0.5,7.2,74.4,0.0,0.2,0.0
724,Erwan Belhadji,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,87.5,0.0,0.0,0.0
725,Esteban Burgos,0.5,1.6,1.0,3.9,0.5,0.0,3.0,1.0,0.4,0.1,0.1,0.2,0.1,0.1,0.3,1.0,0.1,39.6,75.1,0.0,6.3,0.0
