,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
221,Granit Xhaka,28,Midfielder,Arsenal,2522,1225,1297,Switzerland,31,15,16,1,1,0,2,1,1,0,0,10,4,6,26,12,14,8,1,0.11,0.07,0.04,0.07,0,2522,0.93,97,81,280,1261,0.32,234,167,-1,14,1.6,0.8,1.3,0,1.2,0.9,0.2,0,1,2,0.7,0.5,0.3,1.2,0,0.4,0.6,2,0.5,70.6,90.2,0.1,4.2,0.1
222,Gylfi Sigurdsson,31,Midfielder,Everton,2255,1164,1091,Iceland,36,17,19,6,3,3,5,4,1,3,1,12,3,9,27,15,12,2,0,0.44,0.2,0.24,0.23,0.25,376,1.08,84,63,1128,451,0.08,71,55,-1,4,0.8,0.9,0.6,0,0.5,0.9,0.1,0,6,5,1.4,1.2,0.4,0.5,0,0.8,1.3,5,1.2,23.7,85,0.8,0.7,0
223,Hakim Ziyech,28,Midfielder,Chelsea,1179,634,545,Morocco,23,11,12,2,0,2,3,2,1,0,0,12,5,7,6,5,1,3,0,0.38,0.23,0.15,0,0.33,590,0.46,197,51,393,393,0.23,114,35,-1,10,0.6,0.4,0.8,0,0,0.6,0,0,2,3,1.5,1.5,0.8,0.7,0.2,0.7,1.3,3,1.5,29,79.1,0.5,1.1,0
224,Hal Robson-Kanu,32,Forward,West Bromwich Albion,546,315,231,Wales,19,10,9,2,1,1,0,0,0,0,0,4,4,0,10,7,3,2,0,0.33,0,0.33,0.29,0.39,273,1.65,55,29,273,0,0.33,46,325,-1,8,0.1,0.1,0.8,0,0.4,0.1,0,0,2,0,0.7,0.3,0.3,0.5,0.2,0.8,1.6,0,0.3,4.2,70.9,0,0.1,0
225,Hamza Choudhury,23,Midfielder,Leicester City,313,16,297,England,10,3,7,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0.29,313,31,313,0,0.29,336,359,-1,24,0.8,0.4,0.6,0,0.7,0.6,0.1,0,0,0,0.4,0,0,0.2,0,0,0.6,0,0,23.5,80.9,0,0.6,0
226,Hannibal Mejbri,18,Midfielder,Manchester United,8,0,8,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,100,0,0,0
227,Harrison Reed,26,Midfielder,Fulham,2250,1165,1085,England,31,16,15,0,0,0,2,1,1,0,0,9,5,4,33,17,16,5,0,0.08,0.08,0,0,0,0,1.32,68,73,450,1125,0.2,342,163,-1,23,2,1.6,1.3,0,0.8,1.4,0.4,0,0,2,0.4,0.7,0.5,0.8,0,0.3,0.6,2,0.7,47.6,86.2,0.2,1.5,0
228,Harry Boyes,0,Defender,Sheffield United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Harry Kane,28,Forward,Tottenham Hotspur,3087,1473,1614,England,35,17,18,23,11,12,14,7,7,4,0,12,7,5,35,13,22,1,0,1.08,0.41,0.67,0.67,0.67,134,1.02,88,88,3087,221,0.03,4,5,-1,1,0.6,0.3,0.7,0,1.1,0.5,0.3,0,23,14,3.9,1.4,1.5,1.7,0.4,1.5,1.8,14,1.4,25.9,69.9,0.2,1.9,0.1
230,Harry Lewis,23,Goalkeeper,Southampton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Harry Maguire,28,Defender,Manchester United,3048,1440,1608,England,34,16,18,2,1,1,1,1,0,0,0,13,6,7,34,20,14,11,0,0.09,0.03,0.06,0.06,0.06,1524,1,90,90,277,3048,0.32,199,224,37,9,0.9,1.8,1.2,0.6,3.6,0.3,0.7,0,2,1,1.1,0.2,0.2,0.9,0,0.2,0.3,1,0.2,65.5,87.3,0,4.5,0
232,Harry Tyrer,0,Goalkeeper,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Harry Winks,25,Midfielder,Tottenham Hotspur,860,590,270,England,15,12,3,0,0,0,0,0,0,0,0,3,3,0,13,9,4,5,0,0,0,0,0,0,0,1.36,66,57,172,0,0.52,396,394,-1,18,1.1,0.7,0.7,0,0.7,1,0.3,0,0,0,0.3,0.3,0.3,0.8,0,0.2,0.4,0,0.3,45.4,84.9,0.1,1.7,0
234,Harvey Lewis Barnes,23,Midfielder,Leicester City,1949,951,998,England,25,13,12,9,6,3,4,2,2,0,0,9,4,5,24,15,9,0,0,0.6,0.18,0.42,0.57,0.27,217,1.11,81,78,0,487,0,30,65,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Hector Bellerin,26,Defender,Arsenal,2093,1042,1051,Spain,25,12,13,1,1,0,2,2,0,0,0,9,2,7,24,14,10,8,0,0.13,0.09,0.04,0.09,0,2093,1.03,87,84,262,1047,0.34,244,143,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Hélder Wander Sousa Azevedo Costa,27,Midfielder,Leeds United,1155,661,494,Portugal,22,11,11,3,2,1,3,1,2,0,0,7,3,4,22,11,11,0,0,0.47,0.23,0.23,0.27,0.18,385,1.71,53,53,0,385,0,75,33,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Heung-Min Son,29,Forward,Tottenham Hotspur,3126,1649,1477,South Korea,37,19,18,17,8,9,10,7,3,1,0,11,7,4,34,15,19,0,0,0.78,0.29,0.49,0.44,0.55,184,0.98,92,84,0,313,0,21,12,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Hugo Bueno,0,Defender,Wolverhampton Wanderers,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Hugo Lloris,34,Goalkeeper,Tottenham Hotspur,3420,1710,1710,France,38,19,19,0,0,0,0,0,0,0,0,12,7,5,40,17,23,0,0,0,0,0,0,0,0,1.05,86,90,0,0,0,364,390,41,13,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,23.6,69.3,0,4.8,0
240,Ian Poveda,21,Midfielder,Leeds United,341,197,144,England,14,8,6,0,0,0,0,0,0,0,0,6,3,3,3,1,2,0,0,0,0,0,0,0,0,0.79,114,24,0,0,0,315,303,-1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Ibrahima Diallo,22,Midfielder,Southampton,1010,465,545,France,22,11,11,0,0,0,0,0,0,0,0,5,3,2,16,8,8,3,0,0,0,0,0,0,0,1.43,63,46,337,0,0.27,286,298,-1,17,1.3,0.5,1,0,0.5,0.3,0,0,0,0,0.3,0.4,0.5,0.5,0,0.7,0.9,0,0.4,26.7,85,0,0.7,0
242,Iliman Ndiaye,0,Midfielder,Sheffield United,11,0,11,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8.18,11,11,0,0,0,-1,-1,-1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,100,0,0,0
243,İlkay Gündoğan,30,Midfielder,Manchester City,2031,1213,818,Germany,28,17,11,13,7,6,2,0,2,1,1,14,9,5,14,7,7,1,0,0.66,0.09,0.58,0.52,0.66,156,0.62,145,73,2031,1016,0.04,10,152,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Illan Meslier,21,Goalkeeper,Leeds United,3150,1530,1620,France,35,17,18,0,0,0,0,0,0,0,0,11,6,5,50,18,32,0,0,0,0,0,0,0,0,1.43,63,90,0,0,0,363,357,107,16,0,0,0,0,1.2,0,0,1,0,0,0,0,0,0.3,0,0,0.1,0,0,30.9,77.1,0,4.8,0
245,Isaac Hayden,26,Midfielder,Newcastle United,1943,998,945,England,24,13,11,0,0,0,0,0,0,0,0,4,1,3,32,16,16,8,0,0,0,0,0,0,0,1.48,61,81,243,0,0.37,324,314,-1,26,2.2,1.8,1.6,0.1,1.9,0.9,0.4,0,0,0,0.7,0.3,0.3,0.7,0,0.6,0.8,0,0.3,32.8,80.7,0.1,1.2,0
246,Isaac Price,17,Midfielder,Everton,0,0,0,Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Islam Slimani,33,Forward,Leicester City,19,19,0,Algeria,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,-1,-1,-1,20,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,9,66.7,0,0,0
248,Issa Diop,24,Defender,West Ham United,1378,837,541,France,18,11,7,2,1,1,0,0,0,0,0,4,4,0,21,10,11,3,0,0.13,0,0.13,0.11,0.17,689,1.37,66,77,459,0,0.2,128,306,102,10,1.1,1.2,0.4,0.6,3.2,0.6,1.2,1,2,0,0.2,0.1,0.2,0.4,0.1,0.1,0.3,0,0.1,32.4,82.2,0,1,0
249,Ivan Ricardo Neves Abreu Cavaleiro,27,Forward,Fulham,2474,1334,1140,Portugal,36,18,18,3,0,3,0,0,0,1,1,9,5,4,41,23,18,2,0,0.11,0,0.11,0,0.24,825,1.49,60,69,1237,0,0.07,145,333,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Jack Butland,28,Goalkeeper,Crystal Palace,90,90,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21.1,0,3,0
251,Jack Cork,32,Midfielder,Burnley,1352,731,621,England,16,9,7,0,0,0,0,0,0,0,0,4,1,3,23,14,9,2,0,0,0,0,0,0,0,1.53,59,85,676,0,0.13,287,294,-1,25,1.6,1,1.3,0.1,1.2,1.3,0.3,0,0,0,0.3,0.5,0.3,0.8,0,0.8,0.9,0,0.5,31.3,83.8,0.1,1.1,0
252,Jack Grealish,25,Midfielder,Aston Villa,2184,1005,1179,England,26,12,14,6,3,3,10,6,4,0,0,13,6,7,27,15,12,6,0,0.66,0.41,0.25,0.27,0.23,364,1.11,81,84,364,218,0.25,67,4,-1,4,1.2,0.5,1.5,0,0.2,0.3,0.1,0,6,10,1.9,3.1,2.5,4.2,0.3,1.5,2.1,10,3.1,38.3,83.3,0.7,1.2,0.1
253,Jack Harrison,24,Midfielder,Leeds United,2857,1399,1458,England,36,18,18,8,3,5,8,3,5,0,0,12,6,6,43,16,27,2,0,0.5,0.25,0.25,0.19,0.31,357,1.35,66,79,1429,357,0.06,65,29,-1,2,1.8,0.4,0.8,0,0.5,0.9,0.1,0,8,8,1.3,1.6,1.2,0.6,0.3,1.8,2.6,8,1.6,27.5,74,0.9,0.9,0
254,Jack Jenkins,0,Midfielder,Leeds United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Jack O'Connell,27,Defender,Sheffield United,180,90,90,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,-1,-1,-1,22,1.5,1,0,0.5,3.5,0.5,1.5,0,0,0,0,0,0,0,0.5,0,1,0,0,38.5,71.4,0,2,0
256,Jack Robinson,27,Defender,Sheffield United,875,459,416,England,11,6,5,0,0,0,1,0,1,0,0,2,1,1,11,6,5,3,0,0.1,0.1,0,0,0,0,1.13,80,80,292,875,0.31,389,132,57,15,1.3,0.8,0.9,0.4,3.7,0.5,0.4,0,0,1,0.5,0.1,0.3,0.5,0,0.2,0.5,1,0.1,38.5,82,0,1.4,0
257,Jack Stephens,27,Defender,Southampton,1538,900,638,England,18,10,8,0,0,0,0,0,0,0,0,4,3,1,32,13,19,2,0,0,0,0,0,0,0,1.87,48,85,769,0,0.12,356,346,150,28,1.9,1.6,0.4,0.8,3.2,1.2,0.8,0,0,0,0.3,0.3,0.1,0.5,0,0.3,0.7,0,0.3,57.1,81.2,0,3.3,0
258,Jacob Murphy,26,Midfielder,Newcastle United,1621,828,793,England,26,13,13,2,0,2,3,3,0,0,0,3,2,1,32,17,15,3,0,0.28,0.17,0.11,0,0.23,811,1.78,51,62,540,540,0.17,148,71,-1,6,1.5,0.5,0.9,0.1,0.9,1,0.1,0,2,3,1.2,0.7,1.5,0.9,0.1,1,1.3,3,0.7,17.6,70.5,0.6,0.8,0
259,Jacob Ramsey,20,Midfielder,Aston Villa,618,171,447,England,22,11,11,0,0,0,0,0,0,0,0,8,5,3,8,3,5,0,0,0,0,0,0,0,0,1.17,77,28,0,0,0,293,279,-1,16,0.5,0.2,0.6,0,0.2,0.5,0.3,0,0,0,0.5,0.3,0.3,0.5,0.1,0.5,0.6,0,0.3,10,86,0.1,0.5,0
260,Jaden Philogene-Bidace,0,Midfielder,Aston Villa,0,0,0,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,50,0,0,0
261,Jaïro Riedewald,24,Defender,Crystal Palace,1816,784,1032,Netherlands,33,17,16,2,0,2,0,0,0,0,0,6,5,1,35,12,23,4,0,0.1,0,0.1,0,0.17,908,1.73,52,55,454,0,0.2,151,275,142,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Jake Cain,19,Midfielder,Liverpool,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Jake Livermore,31,Midfielder,West Bromwich Albion,1248,608,640,England,18,9,9,0,0,0,0,0,0,0,0,1,1,0,31,14,17,3,1,0,0,0,0,0,0,2.24,40,69,312,0,0.29,331,321,-1,27,1.8,0.9,1.7,0,1.3,0.9,0.3,1,0,0,0.3,0.3,0.1,0.4,0,0.4,0.8,0,0.3,21.3,71,0.1,0.9,0
264,Jake Vokins,21,Defender,Southampton,66,66,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2.73,33,66,0,0,0,-1,-1,-1,22,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,13,84.6,1,0,0
265,Jakub Moder,22,Midfielder,Brighton & Hove Albion,647,356,291,Poland,12,5,7,0,0,0,0,0,0,0,0,4,3,1,9,3,6,0,0,0,0,0,0,0,0,1.25,72,54,0,0,0,301,250,-1,24,1.3,0.3,1,0,0.6,1.1,0.1,0,0,0,1.1,0.3,0.8,0.3,0.2,0.8,1.2,0,0.3,21.9,73.4,0.1,0.4,0
266,Jakub Ojrzyński,18,Goalkeeper,Liverpool,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Jamal Baptiste,17,Defender,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Jamal Lascelles,27,Defender,Newcastle United,1628,676,952,England,19,8,11,2,2,0,0,0,0,0,0,3,0,3,29,12,17,4,0,0.11,0,0.11,0.27,0,814,1.6,56,86,407,0,0.22,143,313,128,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Jamal Lewis,23,Midfielder,Newcastle United,1834,889,945,Northern Ireland,24,12,12,0,0,0,1,0,1,0,0,4,1,3,34,16,18,4,0,0.05,0.05,0,0,0,0,1.67,54,76,459,1834,0.2,323,211,-1,22,1.5,0.5,0.8,0.5,1.5,0.9,0.3,0,0,1,0.1,0.6,0.5,0.7,0,0.5,0.7,1,0.6,27.1,77.1,0.5,1.3,0
270,James Justin,22,Midfielder,Leicester City,2070,990,1080,England,23,11,12,2,1,1,1,1,0,0,0,9,4,5,24,14,10,4,0,0.13,0.04,0.09,0.09,0.08,1035,1.04,86,90,518,2070,0.17,164,217,-1,8,2.7,1.3,0.7,0.2,1.9,0.9,0.4,0,2,1,0.4,0.9,0.8,1.7,0.1,0.6,1.3,1,0.9,45.8,80.5,0.3,1.2,0
271,James Maddison,24,Midfielder,Leicester City,2104,1098,1006,England,31,16,15,8,5,3,5,2,3,0,0,10,5,5,27,18,9,4,0,0.56,0.21,0.34,0.41,0.27,263,1.15,78,68,526,421,0.17,44,45,-1,4,1,0.3,0.6,0,0.1,0.9,0,0,8,5,2.4,1.6,0.9,1.8,0.2,1.1,1.8,5,1.6,32.9,83.3,0.8,1.1,0.1
272,James McArthur,33,Midfielder,Crystal Palace,1471,801,670,Scotland,18,10,8,0,0,0,2,1,1,0,0,3,2,1,25,13,12,3,0,0.12,0.12,0,0,0,0,1.53,59,82,490,736,0.18,351,117,-1,18,3.2,1.3,1.8,0.1,1.6,1.3,0.2,0,0,2,0.3,0.8,0.8,0.8,0,0.6,0.9,2,0.8,42.9,81.7,0.1,1.9,0
273,James McCarthy,30,Midfielder,Crystal Palace,823,482,341,Republic of Ireland,16,9,7,0,0,0,0,0,0,0,0,5,4,1,15,6,9,1,0,0,0,0,0,0,0,1.64,55,51,823,0,0.11,353,343,-1,15,1.1,0.5,0.4,0.1,0.7,0.8,0.4,0,0,0,0.1,0.3,0.1,0.3,0,0.1,0.6,0,0.3,20.7,76.4,0.3,1.5,0
274,James Milner,35,Midfielder,Liverpool,1061,441,620,England,26,12,14,0,0,0,1,1,0,0,0,9,3,6,9,6,3,3,0,0.08,0.08,0,0,0,0,0.76,118,41,354,1061,0.25,362,154,-1,18,1,0.5,0.7,0,0.5,0.8,0.1,0,0,1,0.5,0.5,0.2,0.4,0,0.5,0.5,1,0.5,33,85.6,0.4,1.1,0
275,James Rodriguez,30,Midfielder,Everton,1776,953,823,Colombia,23,13,10,6,5,1,4,3,1,0,0,4,0,4,26,17,9,4,0,0.51,0.2,0.3,0.47,0.11,296,1.32,68,77,444,444,0.2,50,56,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,James Tarkowski,28,Defender,Burnley,3240,1620,1620,England,36,18,18,1,0,1,0,0,0,0,0,11,3,8,49,26,23,6,0,0.03,0,0.03,0,0.06,3240,1.36,66,90,540,0,0.17,261,286,101,12,1.8,1.2,0.8,0.6,4.4,0.7,1.2,0,1,0,0.6,0.3,0.3,0.8,0.1,0.1,0.5,0,0.3,35,70.1,0.1,3.6,0
277,James Tomkins,32,Defender,Crystal Palace,552,314,238,England,8,5,3,0,0,0,0,0,0,0,0,2,1,1,10,5,5,1,0,0,0,0,0,0,0,1.63,55,69,552,0,0.16,292,263,134,23,0.5,0.5,0.4,0.4,5.4,0.1,0.4,0,0,0,0.3,0.1,0,0.1,0,0,0.4,0,0.1,22.8,76.9,0,1.5,0
278,James Trafford,0,Goalkeeper,Manchester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,James Ward-Prowse,26,Midfielder,Southampton,3420,1710,1710,England,38,19,19,8,3,5,7,4,3,3,1,9,6,3,59,23,36,5,0,0.39,0.18,0.21,0.16,0.26,428,1.55,58,90,684,489,0.13,82,70,-1,3,2,1.1,1.2,0,1.4,1.1,0.1,0,8,7,1.1,1.6,0.4,0.7,0,0.4,0.9,7,1.6,64.1,86.4,1.4,2.1,0
280,Jamie Shackelton,21,Midfielder,Leeds United,453,117,336,England,13,5,8,0,0,0,0,0,0,0,0,4,2,2,11,3,8,0,0,0,0,0,0,0,0,2.19,41,35,0,0,0,337,328,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Jamie Vardy,34,Forward,Leicester City,2845,1523,1322,England,34,17,17,15,6,9,9,7,2,8,1,10,6,4,43,25,18,1,0,0.76,0.28,0.47,0.35,0.61,190,1.36,66,84,2845,316,0.03,26,17,-1,1,0.5,0.1,0.8,0.1,0.9,0.4,0.1,0,15,9,2.4,0.8,0.8,0.7,1.1,0.4,1.7,9,0.8,12.8,67.5,0.1,0.1,0
282,Jan Bednarek,25,Defender,Southampton,3104,1486,1618,Poland,36,17,19,1,1,0,1,1,0,0,0,9,6,3,55,21,34,6,1,0.06,0.03,0.03,0.06,0,3104,1.59,56,86,443,3104,0.2,253,241,126,10,1,2.3,0.8,0.8,3.7,0.7,0.8,1,1,1,0.3,0.1,0.1,0.4,0,0.1,0.3,1,0.1,57.4,82.4,0,2.3,0
283,Jannik Vestergaard,28,Defender,Southampton,2574,1180,1394,Denmark,30,14,16,3,0,3,0,0,0,0,0,6,4,2,40,13,27,4,1,0.1,0,0.1,0,0.19,858,1.4,64,86,515,0,0.17,154,347,103,6,1.7,1.4,0.6,0.5,4,0.6,0.5,0,3,0,0.8,0.2,0.2,0.4,0,0.2,0.4,0,0.2,58.8,83.6,0,3.6,0
284,Japhet Tanganga,22,Defender,Tottenham Hotspur,489,173,316,England,6,2,4,0,0,0,0,0,0,0,0,2,1,1,8,2,6,2,0,0,0,0,0,0,0,1.47,61,82,245,0,0.37,271,248,113,23,0.8,0.5,1.8,0.3,2.2,0.3,0.8,0,0,0,0.3,0.2,1.5,1.2,0,0.8,0.3,0,0.2,33.2,80.9,0.2,0.5,0.2
285,Jarrad Branthwaite,19,Midfielder,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Jarrod Bowen,24,Forward,West Ham United,2578,1401,1177,England,38,19,19,8,6,2,5,2,3,0,0,11,6,5,33,16,17,0,0,0.45,0.17,0.28,0.39,0.15,322,1.15,78,68,0,516,0,59,80,-1,4,0.7,0.6,0.4,0,0.1,0.5,0,0,8,5,1.4,0.8,0.9,1.4,0.4,1.3,1.7,5,0.8,16.3,74.4,0.8,0.8,0
287,Jason Steele,30,Goalkeeper,Brighton & Hove Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Javier Manquillo Gaitán,27,Defender,Newcastle United,826,305,521,Spain,13,7,6,0,0,0,0,0,0,0,0,3,0,3,14,8,6,1,0,0,0,0,0,0,0,1.53,59,64,826,0,0.11,322,302,118,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Jay Rodriguez,31,Forward,Burnley,1254,607,647,England,31,14,17,1,0,1,2,1,1,0,0,9,2,7,24,11,13,3,0,0.22,0.14,0.07,0,0.14,1254,1.72,52,40,418,627,0.22,188,104,-1,11,0.8,0.1,1,0,0.2,0.5,0.1,0,1,2,1,0.2,0.4,0.6,0.5,0.7,1.6,2,0.2,8.8,73.4,0,0.1,0
290,Jayden Bogle,21,Defender,Sheffield United,1109,540,569,England,16,6,10,2,1,1,0,0,0,0,0,2,2,0,19,8,11,2,0,0.16,0,0.16,0.17,0.16,555,1.54,58,69,555,0,0.16,111,251,119,3,2.1,0.9,0.9,0.1,1.1,1.2,0.3,0,2,0,1.1,0.3,0.7,0.6,0.1,1.1,1.3,0,0.3,19.5,76,0.1,0.3,0
291,Jayson Molumby,21,Midfielder,Brighton & Hove Albion,0,0,0,Republic of Ireland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
292,Jean-Philippe Gbamin,25,Midfielder,Everton,11,11,0,Côte d'Ivoire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8.18,11,11,0,0,0,-1,-1,-1,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,66.7,0,0,0
293,Jean-Philippe Mateta,24,Forward,Crystal Palace,217,36,181,France,7,2,5,1,0,1,0,0,0,0,0,0,0,0,4,0,4,0,0,0.41,0,0.41,0,0.5,217,1.66,54,31,0,0,0,-1,-1,-1,10,0.1,0,0.4,0,0.3,0.3,0,0,1,0,0.6,0.1,0.4,0.1,0.7,0.7,1.4,0,0.1,6.7,61.7,0,0,0
294,Jed Steer,28,Goalkeeper,Aston Villa,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Jeff Hendrick,29,Midfielder,Newcastle United,1423,560,863,Republic of Ireland,22,7,15,2,0,2,1,0,1,0,0,5,0,5,22,12,10,3,1,0.19,0.06,0.13,0,0.21,712,1.39,65,65,474,1423,0.19,126,194,-1,7,0.4,0.9,0.7,0,0.6,0.5,0.4,0,2,1,0.5,0.3,0.4,0.5,0.1,0.7,0.6,1,0.3,24.5,80.1,0.1,1.3,0
