,Player,age,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
487,Maxime Leverbe,24,Defender,Cagliari,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,Maximiliano Olivera,29,Defender,Fiorentina,0,0,0,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Medhi Benatia,34,Defender,Juventus,450,360,90,Morocco,5,4,1,0,0,0,0,0,0,0,0,2,1,1,2,2,0,2,0,0,0,0,0,0,0,0.4,225,90,225,0,0.4,299,355,1,30,1.4,3.2,2.6,0.4,3.4,0.4,1,0,0,0,0.6,0,0.4,0.6,0,0.4,0,0,0,63.4,90.5,0,4.8,0
490,Mehdi Bourabia,29,Midfielder,Sassuolo,2005,969,1036,France,32,15,17,1,0,1,0,0,0,0,0,10,5,5,29,15,14,9,1,0.04,0,0.04,0,0.09,2005,1.3,69,63,223,0,0.4,239,387,-1,14,1.6,1,1.3,0,0.9,1,0.2,0,1,0,1.1,0.8,1,0.8,0,1.2,1.4,0,0.8,32.1,83.7,0.3,0.8,0
491,Mehdi Pascal Marcel Léris,22,Midfielder,Chievo,1610,751,859,France,23,12,11,0,0,0,2,1,1,0,0,3,2,1,33,15,18,5,0,0.11,0.11,0,0,0,0,1.84,49,70,322,805,0.28,298,130,-1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Memeh Caleb Okoli,19,Defender,Atalanta,0,0,0,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Merih Demiral,23,Defender,Sassuolo,1260,630,630,Turkey,14,7,7,2,2,0,0,0,0,0,0,4,3,1,19,9,10,3,0,0.14,0,0.14,0.29,0,630,1.36,66,90,420,0,0.21,132,430,100,11,1.7,1.4,1.9,0.9,5.6,0.2,0.8,0,2,0,0.5,0.1,0.3,0.3,0.1,0.1,0.1,0,0.1,50.4,87,0,1.7,0
494,Michał Marcjanik,26,Defender,Empoli,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Michel Ndary Adopo,0,Midfielder,Torino,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Michele Bragantini,19,Goalkeeper,Chievo,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,Miguel Veloso,34,Midfielder,Genoa,1258,649,609,Portugal,21,11,10,0,0,0,1,1,0,0,0,4,2,2,14,7,7,7,0,0.07,0.07,0,0,0,0,1,90,60,180,1258,0.5,285,194,-1,16,1.5,0.6,1.4,0,0.9,0.8,0,0,0,1,1.4,1.1,0.1,0.3,0,0.3,0.7,1,1.1,26.5,79.5,1,1.2,0
498,Miha Zajc,26,Midfielder,Empoli,1165,589,576,Slovenia,20,10,10,3,1,2,2,2,0,0,0,2,1,1,21,10,11,3,1,0.39,0.15,0.23,0.15,0.31,388,1.62,55,58,388,583,0.23,67,87,-1,5,0.3,0.3,0.9,0,0.4,0.5,0.2,0,3,2,2.8,1.2,1.4,0.6,0.3,1.1,1.6,2,1.2,26.7,82.9,0.9,1,0.1
499,Milan Badelj,32,Midfielder,Lazio,1142,511,631,Croatia,23,12,11,1,0,1,0,0,0,0,0,4,3,1,21,11,10,6,0,0.08,0,0.08,0,0.14,1142,1.65,54,50,190,0,0.47,193,360,-1,12,1.4,1.4,1.1,0,0.8,0.9,0.4,1,1,0,0.6,0.4,1.3,0.7,0,0.4,0.4,0,0.4,37.1,86.1,0.2,1.8,0
500,Milan Škriniar,26,Defender,Inter Milan,3150,1530,1620,Slovakia,35,17,18,0,0,0,1,1,0,0,0,15,8,7,29,10,19,4,0,0.03,0.03,0,0,0,0,0.83,109,90,788,3150,0.11,405,246,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Milos Bocic,21,Forward,Udinese,0,0,0,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,Miralem Pjanić,31,Midfielder,Juventus,2288,1179,1109,Bosnia and Herzegovina,31,16,15,2,1,1,6,3,3,0,0,14,7,7,16,9,7,7,1,0.31,0.24,0.08,0.08,0.08,1144,0.63,143,74,327,381,0.28,183,26,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Miranda,36,Defender,Inter Milan,1161,406,755,Brazil,14,5,9,0,0,0,0,0,0,0,0,7,4,3,11,1,10,3,0,0,0,0,0,0,0,0.85,106,83,387,0,0.23,412,375,29,20,0.8,1,1.4,0.4,3.3,0.3,0.5,0,0,0,0.3,0.1,0.1,0.6,0.1,0.1,0.5,0,0.1,58.8,89.6,0,3.9,0
504,Mirco Antenucci,36,Forward,SPAL,2124,1114,1010,Italy,35,17,18,5,2,3,0,0,0,1,1,7,4,3,33,17,16,0,0,0.21,0,0.21,0.16,0.27,425,1.4,64,61,0,0,0,82,407,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,Mirko Gori,28,Midfielder,Frosinone,321,189,132,Italy,10,3,7,0,0,0,0,0,0,0,0,5,0,5,6,4,2,3,0,0,0,0,0,0,0,1.68,54,32,107,0,0.84,281,271,-1,16,1.6,0.4,0.6,0,0.8,1.2,0,0,0,0,0.4,0.3,0.2,0.2,0,0.4,0.4,0,0.3,12.8,77.3,0.6,0.7,0
506,Mirko Valdifiori,35,Midfielder,SPAL,667,289,378,Italy,15,6,9,0,0,0,1,0,1,0,0,3,1,2,10,3,7,3,0,0.13,0.13,0,0,0,0,1.35,67,44,222,667,0.4,325,107,-1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,Mitchell Dijks,28,Defender,Bologna,2027,905,1122,Netherlands,25,12,13,1,1,0,0,0,0,0,0,6,3,3,33,14,19,6,1,0.04,0,0.04,0.1,0,2027,1.47,61,81,290,0,0.31,246,370,127,15,1.2,0.9,1.8,0,1.6,0.9,0,0,1,0,0.4,0.6,1.3,1.4,0.1,0.9,1.4,0,0.6,27.2,76.2,0.4,1.1,0
508,Mohamed Bahlouli,21,Midfielder,Sampdoria,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Mohamed Fares,25,Defender,SPAL,2947,1701,1246,Algeria,35,19,16,3,2,1,0,0,0,0,0,10,6,4,44,25,19,12,0,0.09,0,0.09,0.11,0.07,982,1.34,67,84,246,0,0.37,174,406,95,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,Moise Kean,21,Forward,Juventus,535,237,298,Italy,13,7,6,6,4,2,0,0,0,0,0,4,2,2,4,1,3,2,0,1.01,0,1.01,1.52,0.6,89,0.67,134,41,268,0,0.34,1,285,-1,3,0,0.2,0.7,0,0.1,0.1,0,0,6,0,1.5,0.4,0.7,0.5,0.2,0.8,1.7,0,0.4,6.5,79.8,0,0,0
511,Molla Wagué,30,Defender,Udinese,94,4,90,Mali,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.91,47,47,0,0,0,-1,-1,-1,20,0.5,2,0.5,0,2.5,0.5,0,0,0,0,1.5,0,0,0.5,0,0.5,1,0,0,24.5,87.8,0,2.5,0
512,Musa Barrow,22,Forward,Atalanta,590,241,349,Gambia,22,11,11,1,1,0,2,0,2,0,0,4,3,1,7,1,6,0,0,0.46,0.31,0.15,0.37,0,590,1.07,84,27,0,295,0,124,11,-1,13,0.4,0,0.3,0,0.1,0.1,0,0,1,2,1.4,0.7,0.3,0.2,0.1,0.6,1.9,2,0.7,10.4,79,0.1,0.3,0
513,Musa Juwara,19,Midfielder,Chievo,11,0,11,Gambia,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66.7,0,0,0
514,Nehuén Mario Paz,28,Defender,Bologna,113,0,113,Argentina,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1.59,57,57,113,0,0.8,-1,-1,-1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Nenad Tomović,33,Defender,Chievo,741,345,396,Serbia,10,5,5,1,0,1,0,0,0,0,0,2,2,0,16,5,11,1,0,0.12,0,0.12,0,0.23,741,1.94,46,74,741,0,0.12,150,344,174,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Niccolò Ricchi,20,Defender,Empoli,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Nicholas Opoku,23,Defender,Udinese,909,497,412,Ghana,12,7,5,0,0,0,0,0,0,0,0,4,3,1,15,6,9,5,0,0,0,0,0,0,0,1.49,61,76,182,0,0.5,375,427,131,24,1.3,1.5,0.7,0.1,2.4,0.7,0.4,0,0,0,0.4,0.1,0.3,0.3,0,0.4,0.3,0,0.1,31.5,86,0.1,2.1,0
518,Nicky Medja Beloko,21,Midfielder,Fiorentina,44,44,0,Cameroon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,44,0,2.05,-1,-1,-1,25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,10,50,0,0,0
519,Nicola Dalmonte,23,Forward,Genoa,41,18,23,Italy,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,-1,23,0.7,0,0.3,0,0,0,0,0,0,0,1,0.3,0,0.3,0,0.7,0.3,0,0.3,6.3,84.2,0.3,0,0
520,Nicola Murru,26,Defender,Sampdoria,2937,1476,1461,Italy,35,17,18,0,0,0,5,1,4,0,0,11,8,3,41,14,27,9,0,0.15,0.15,0,0,0,0,1.26,72,84,326,587,0.28,312,91,79,22,2.4,1.2,1,0.5,2.1,0.4,0.6,0,0,5,0.5,0.9,0.5,0.9,0,0.7,0.6,5,0.9,46.1,78.4,0.8,2.1,0
521,Nicola Rigoni,30,Midfielder,Chievo,1958,872,1086,Italy,24,11,13,0,0,0,1,0,1,0,0,3,2,1,44,19,25,10,1,0.05,0.05,0,0,0,0,2.02,45,82,196,1958,0.46,292,223,-1,31,1.8,1,2,0,1.8,1.2,0.2,0,0,1,0.9,0.3,0.1,0.8,0,0.4,0.5,1,0.3,37.1,80.5,0,1.9,0
522,Nicola Sansone,29,Forward,Bologna,1143,628,515,Italy,15,8,7,2,1,1,4,3,1,0,0,4,3,1,15,5,10,5,1,0.47,0.31,0.16,0.14,0.17,572,1.18,76,76,229,286,0.39,112,10,-1,9,1.9,0.6,1.7,0,0.3,1.2,0.1,0,2,4,2,1.3,0.8,1.9,0.3,1.8,2.3,4,1.3,23.1,77.2,0.3,0.4,0.1
523,Nicolas David Andrade,33,Goalkeeper,Udinese,0,0,0,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Nicolás Javier Schiappacasse Oliva,22,Forward,Parma,80,28,52,Uruguay,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,4.5,20,27,0,0,0,-1,-1,-1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Nicolas N'Koulou,31,Defender,Torino,3215,1620,1595,Cameroon,36,18,18,2,2,0,0,0,0,0,0,14,6,8,35,19,16,8,1,0.06,0,0.06,0.11,0,1608,0.98,92,89,402,0,0.22,222,314,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,Nicolas Sebastian Frey,37,Defender,Chievo,226,129,97,France,5,2,3,0,0,0,0,0,0,0,0,1,0,1,6,6,0,0,0,0,0,0,0,0,0,2.39,38,45,0,0,0,-1,-1,-1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Nicolás Spolli,38,Defender,Genoa,540,360,180,Argentina,7,4,3,0,0,0,0,0,0,0,0,2,2,0,11,3,8,2,0,0,0,0,0,0,0,1.83,49,77,270,0,0.33,272,291,168,15,1,1,1.1,0.4,5.6,0.3,0.9,1,0,0,0.4,0.1,0,0.6,0,0,0.3,0,0.1,25.6,87.7,0,1.1,0
528,Nicolò Armini,20,Defender,Lazio,37,37,0,Italy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.43,37,37,0,0,0,-1,-1,-1,28,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22,77.3,0,1,0
529,Nicolò Barella,24,Midfielder,Cagliari,3112,1425,1687,Italy,35,16,19,1,0,1,3,1,2,0,1,6,4,2,47,14,33,12,2,0.12,0.09,0.03,0,0.05,3112,1.36,66,89,259,1037,0.35,255,164,-1,9,2.8,1.1,1.7,0,0.6,1.5,0.1,0,1,3,1.5,1.2,1.2,2.3,0.1,1.8,3.2,3,1.2,51.7,81.8,0.6,2.9,0.1
530,Nicolo Brighenti,31,Defender,Frosinone,990,720,270,Italy,11,8,3,0,0,0,0,0,0,0,0,2,2,0,23,18,5,4,0,0,0,0,0,0,0,2.09,43,90,248,0,0.36,383,391,178,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,Nicolò Cambiaghi,20,Forward,Atalanta,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Nicolò Fagioli,20,Midfielder,Juventus,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Nicolò Rovella,19,Midfielder,Genoa,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Nicolò Zaniolo,21,Midfielder,Roma,1770,873,897,Italy,27,13,14,4,4,0,2,0,2,0,0,7,3,4,23,13,10,8,0,0.31,0.1,0.2,0.41,0,443,1.17,77,66,221,885,0.41,86,150,-1,6,1.3,0.5,1.7,0,0.2,1.1,0,0,4,2,1.8,0.7,1.5,1.2,0.1,2.5,2.6,2,0.7,20.1,81.3,0.2,0.9,0
535,Nikola Maksimović,29,Defender,Napoli,1375,900,475,Serbia,17,10,7,0,0,0,0,0,0,0,0,7,4,3,11,9,2,4,0,0,0,0,0,0,0,0.72,125,81,344,0,0.26,423,357,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Nikola Milenković,23,Defender,Fiorentina,3010,1390,1620,Serbia,34,16,18,3,2,1,0,0,0,0,0,8,5,3,37,14,23,9,1,0.09,0,0.09,0.13,0.06,1003,1.11,81,89,334,0,0.27,175,303,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,Nikola Pejović,22,Defender,Empoli,0,0,0,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,Nunzio Lella,20,Defender,Cagliari,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Ognjen Stijepović,21,Midfielder,Sampdoria,0,0,0,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Ola Aina,24,Defender,Torino,2159,1181,978,Nigeria,30,16,14,1,1,0,3,1,2,0,0,12,6,6,22,15,7,6,1,0.17,0.13,0.04,0.08,0,2159,0.92,98,72,308,720,0.29,248,116,34,13,1.8,1.3,1,0.1,1.2,0.8,0.1,0,1,3,0.8,0.8,1,1.3,0.1,0.8,1.2,3,0.8,29.2,78.2,0.5,1.4,0
541,Omar Colley,28,Defender,Sampdoria,1765,736,1029,Gambia,21,9,12,0,0,0,0,0,0,0,0,9,6,3,20,4,16,2,1,0,0,0,0,0,0,1.02,88,84,883,0,0.1,262,255,44,14,0.9,1,0.8,1.5,4.9,0,0.8,0,0,0,0.3,0.2,0.2,0.3,0.1,0.2,0.2,0,0.2,52.6,88,0,2.9,0
542,Orestis Karnezis,35,Goalkeeper,Napoli,810,540,270,Greece,9,6,3,0,0,0,0,0,0,0,0,4,3,1,7,3,4,0,0,0,0,0,0,0,0,0.78,116,90,0,0,0,384,363,19,19,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,23,63.8,0,3.4,0
543,Orji Okwonkwo,23,Forward,Bologna,252,117,135,Nigeria,8,4,4,0,0,0,0,0,0,0,0,2,1,1,4,3,1,2,0,0,0,0,0,0,0,1.43,63,32,126,0,0.71,-1,-1,-1,28,0.5,0.1,0.8,0,0,0,0,0,0,0,0.6,0.3,0.4,0.5,0,0.3,1.6,0,0.3,5.6,68.9,0,0.4,0
544,Oscar Hiljemark,28,Midfielder,Genoa,1202,675,527,Sweden,17,10,7,1,0,1,0,0,0,0,0,3,3,0,23,7,16,0,0,0.07,0,0.07,0,0.17,1202,1.72,52,71,0,0,0,204,294,-1,11,1,0.8,1.1,0.1,0.8,0.6,0.2,0,1,0,0.8,0.7,0.5,0.6,0.1,0.5,0.9,0,0.7,27.7,81.5,0.4,1.1,0
545,Pablo Moreno Taboada,19,Forward,Juventus,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Paolo Ghiglione,24,Midfielder,Frosinone,514,278,236,Italy,9,4,5,1,0,1,0,0,0,0,0,2,1,1,11,8,3,4,0,0.18,0,0.18,0,0.38,514,1.93,47,57,129,0,0.7,102,389,-1,8,0.9,0.4,1.3,0,2,0.9,0,0,1,0,0.9,0.7,0.2,0.1,0,0.6,0.6,0,0.7,19.1,67.4,0.8,0.6,0
547,Paolo Gozzi Iweru,20,Defender,Juventus,90,0,90,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,19,3,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55,90.9,0,1,0
548,Paolo Pancrazio Faragò,28,Midfielder,Cagliari,1697,875,822,Italy,26,12,14,1,1,0,1,0,1,0,0,5,3,2,25,9,16,9,1,0.11,0.05,0.05,0.1,0,1697,1.33,68,65,189,1697,0.48,230,217,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,Paolo Sammarco,38,Midfielder,Frosinone,553,327,226,Italy,8,5,3,1,0,1,0,0,0,0,0,2,1,1,9,5,4,1,0,0.16,0,0.16,0,0.4,553,1.46,61,69,553,0,0.16,113,276,-1,7,2,0.4,1,0,0.1,0.4,0,0,1,0,0.8,0.8,0.6,0.9,0,0.6,0.8,0,0.8,39.6,78.9,0.4,2.1,0
550,Pasquale Schiattarella,33,Midfielder,SPAL,1841,968,873,Italy,28,15,13,0,0,0,4,3,1,0,0,8,5,3,32,17,15,10,0,0.2,0.2,0,0,0,0,1.56,58,66,184,460,0.49,363,45,-1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Patric,28,Defender,Lazio,1085,493,592,Spain,15,7,8,0,0,0,0,0,0,0,0,2,1,1,10,5,5,1,0,0,0,0,0,0,0,0.83,109,72,1085,0,0.08,318,265,25,19,1.3,0.8,0.8,0.1,1.5,0.5,0.5,0,0,0,1,0.5,0.1,0.5,0.1,0.3,0.7,0,0.5,43.3,83.2,0.1,3.4,0.1
552,Patrick Cutrone,23,Forward,AC Milan,1438,735,703,Italy,34,17,17,3,3,0,2,1,1,0,0,12,7,5,11,8,3,2,0,0.31,0.13,0.19,0.37,0,479,0.69,131,42,719,719,0.13,94,111,-1,6,0.3,0.2,0.8,0,0.4,0.4,0.1,0,3,2,1,0.6,0.1,0.6,0.4,0.8,1.8,2,0.6,9.3,74.3,0.1,0.1,0
553,Patrik Schick,25,Forward,Roma,1315,673,642,Czech Republic,24,12,12,3,3,0,0,0,0,0,0,6,2,4,14,8,6,4,0,0.21,0,0.21,0.4,0,438,0.96,94,55,329,0,0.27,78,321,-1,8,0.5,0.1,1.1,0,0.5,0.8,0.1,0,3,0,1.4,0.8,0.4,0.8,0.4,0.9,2.2,0,0.8,11,74.7,0,0.1,0
554,Paulo Dybala,27,Forward,Juventus,2137,949,1188,Argentina,30,13,17,5,4,1,4,3,1,1,0,12,5,7,18,6,12,2,0,0.38,0.17,0.21,0.38,0.08,427,0.76,119,71,1069,534,0.08,79,69,-1,4,0.6,0.5,0.6,0,0,0.5,0.1,0,5,4,2.2,1.7,1.7,2.2,0.2,1.4,2.4,4,1.7,39.1,89.3,0.9,3.7,0.1
555,Paweł Jaroszyński,26,Defender,Chievo,1349,547,802,Poland,19,7,12,0,0,0,0,0,0,0,0,4,2,2,27,13,14,2,0,0,0,0,0,0,0,1.8,50,71,675,0,0.13,278,350,165,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,Pedro Lomba Neto,21,Forward,Lazio,42,42,0,Portugal,4,4,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,2.14,42,11,42,0,2.14,-1,-1,-1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Pedro Miguel Almeida Lopes Pereira,23,Defender,Genoa,1378,588,790,Portugal,26,13,13,0,0,0,0,0,0,0,0,4,3,1,23,12,11,1,0,0,0,0,0,0,0,1.5,60,53,1378,0,0.07,302,300,135,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,Pepe Reina,38,Goalkeeper,AC Milan,328,169,159,Spain,4,2,2,0,0,0,0,0,0,0,0,1,1,0,5,1,4,0,0,0,0,0,0,0,0,1.37,66,82,0,0,0,396,372,104,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,69.8,0,5,0
559,Perparim Hetemaj,34,Midfielder,Chievo,2161,1123,1038,Finland,30,16,14,2,1,1,0,0,0,0,0,5,3,2,43,24,19,9,0,0.08,0,0.08,0.08,0.09,1081,1.79,50,72,240,0,0.37,181,346,-1,5,1.7,1,1.9,0,0.7,1.6,0,0,2,0,0.4,0.5,0.6,2.3,0,0.9,1.4,0,0.5,29.8,81.2,0.4,1.2,0
560,Petar Mićin,22,Midfielder,Udinese,2,0,2,Serbia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Pier Paolo Salvati,19,Goalkeeper,Frosinone,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,Pierluigi Frattali,35,Goalkeeper,Parma,90,0,90,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Pierluigi Gollini,26,Goalkeeper,Atalanta,1800,810,990,Italy,20,9,11,0,0,0,0,0,0,0,0,4,3,1,20,6,14,1,0,0,0,0,0,0,0,1,90,90,1800,0,0.05,419,379,42,19,0.1,0,0.1,0,0.4,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,25.4,66.1,0,6,0
