,Player,Tackles,Inter,Fouls,Offsides,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
264,Pol Lirola,1.0,0.7,0.5,0.1,1.3,0.1,0.0,0.0,2.0,0.7,1.0,1.3,0.2,0.0,0.4,1.1,2.0,1.0,29.7,76.5,0.3,1.5,0.0
265,Kevin Lasagna,0.8,0.3,1.3,0.0,0.5,0.0,0.0,10.0,1.0,2.2,0.6,0.3,0.9,0.4,0.8,2.2,1.0,0.6,12.7,70.8,0.0,0.2,0.0
266,Hamed Traore,1.0,0.4,0.9,0.0,0.2,0.0,0.0,4.0,1.0,1.5,1.0,0.8,0.7,0.2,0.8,1.0,1.0,1.0,22.8,83.0,0.6,0.5,0.1
267,Pau López,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,27.2,76.3,0.0,5.9,0.0
268,Pedro Obiang,1.8,0.8,1.4,0.0,1.2,0.4,1.0,1.0,1.0,0.9,0.6,0.8,0.8,0.0,0.5,0.7,1.0,0.6,43.4,88.7,0.0,1.2,0.0
269,Gastón Brugman ,2.0,1.2,1.2,0.1,0.8,0.7,0.0,0.0,2.0,0.4,0.5,0.4,0.8,0.0,0.4,0.3,2.0,0.5,28.7,83.3,0.3,2.4,0.0
270,David Ospina,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,24.3,86.0,0.0,3.1,0.0
271,Wilfried Stephane Singo,0.3,0.3,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.8,0.8,0.8,0.0,0.3,0.3,0.0,0.8,14.0,85.7,0.0,1.3,0.0
272,Gianluca Caprari ,0.1,0.3,0.5,0.0,0.0,0.2,0.0,2.0,0.0,1.3,1.3,1.1,1.3,0.2,1.1,1.2,0.0,1.3,15.7,85.6,0.3,0.9,0.0
273,Samir,1.7,1.6,1.0,0.2,2.9,0.3,0.0,1.0,0.0,0.2,0.3,0.2,1.1,0.0,0.1,0.4,0.0,0.3,34.7,87.5,0.0,1.6,0.0
274,Andrea Conti,1.8,1.9,1.6,0.3,1.6,0.3,0.0,0.0,2.0,0.0,0.5,0.3,1.0,0.0,0.3,0.6,2.0,0.5,38.2,83.6,0.3,1.2,0.0
275,Matteo Darmian ,2.5,0.8,1.2,0.1,2.0,0.5,0.0,1.0,1.0,0.2,0.4,0.3,1.4,0.1,0.4,0.7,1.0,0.4,36.3,78.3,0.2,2.3,0.0
276,Alessandro Florenzi,1.0,1.1,0.8,0.4,1.3,0.2,0.0,0.0,1.0,1.0,0.9,0.2,0.9,0.1,0.3,0.3,1.0,0.9,41.6,82.0,0.5,3.2,0.1
277,Emil Audero,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,25.0,60.2,0.0,6.0,0.0
278,Martín Cáceres,1.7,1.1,0.9,0.4,2.3,0.5,0.0,1.0,0.0,0.4,0.6,0.0,0.6,0.0,0.1,0.3,0.0,0.6,46.3,84.2,0.1,3.8,0.0
279,Kevin Bonifazi ,1.1,2.3,0.8,0.7,3.0,0.8,0.0,1.0,0.0,0.3,0.1,0.8,0.1,0.1,0.3,0.6,0.0,0.1,43.4,86.2,0.0,2.5,0.0
280,Stanislav Lobotka,0.8,0.6,0.5,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.4,0.6,1.1,0.0,0.4,0.3,0.0,0.4,45.6,94.7,0.1,2.8,0.0
281,Javier Pastore,1.3,0.5,0.9,0.0,0.5,0.0,0.0,0.0,1.0,1.5,0.5,1.1,0.8,0.1,0.6,1.2,1.0,0.5,25.8,82.0,0.1,1.9,0.1
282,Manuel Lazzari,0.6,0.3,0.7,0.2,0.8,0.0,0.0,0.0,3.0,0.5,1.1,1.0,1.3,0.2,0.5,1.2,3.0,1.1,24.1,84.8,0.9,0.5,0.1
283,Bruno Alves ,0.5,0.8,0.7,0.5,4.5,0.6,0.0,0.0,0.0,0.7,0.2,0.0,0.4,0.0,0.1,0.2,0.0,0.2,40.2,83.1,0.0,7.2,0.0
284,Walace,1.4,1.7,1.2,0.0,0.9,0.3,0.0,0.0,0.0,0.6,0.5,0.7,0.8,0.1,0.9,1.7,0.0,0.5,33.8,88.6,0.0,1.7,0.0
285,Andrea Pinamonti,0.6,0.3,1.2,0.0,0.8,0.1,0.0,5.0,1.0,1.6,0.5,0.6,1.6,0.5,1.6,2.2,1.0,0.5,18.0,71.5,0.1,0.4,0.0
286,Gary Medel,1.9,1.5,1.7,0.1,1.3,0.3,0.0,0.0,0.0,0.2,0.4,0.6,1.2,0.0,0.4,0.6,0.0,0.4,47.7,89.9,0.0,2.0,0.0
287,Mirko Valdifiori ,1.4,0.2,0.7,0.0,1.0,0.1,0.0,0.0,3.0,0.2,1.7,0.4,0.6,0.0,0.3,0.5,3.0,1.7,38.3,85.9,1.3,2.9,0.0
288,Charalampos Lykogiannis,0.7,1.2,1.1,0.4,3.0,0.5,0.0,0.0,1.0,0.7,0.4,0.6,0.7,0.2,0.3,0.9,1.0,0.4,22.9,71.4,0.5,1.2,0.0
289,Andrea Masiello,1.7,1.7,0.7,0.3,3.5,0.1,0.0,0.0,1.0,0.5,0.2,0.4,0.3,0.0,0.3,0.3,1.0,0.2,51.6,86.2,0.1,3.8,0.0
290,Danilo,1.1,1.0,1.4,0.2,3.1,1.3,0.0,2.0,0.0,0.3,0.2,0.1,0.8,0.1,0.0,0.4,0.0,0.2,43.9,77.3,0.0,3.9,0.0
291,Marco Parolo,1.9,0.9,1.5,0.0,1.6,0.5,0.0,1.0,0.0,0.6,0.3,0.1,0.2,0.0,0.2,0.6,0.0,0.3,26.4,86.8,0.0,1.1,0.0
292,Jens Stryger Larsen,0.8,0.6,0.3,0.1,1.4,0.2,0.0,1.0,3.0,0.4,0.7,0.5,0.2,0.0,0.4,0.9,3.0,0.7,37.9,77.3,1.1,1.1,0.0
293,Rachid Ghezzal,1.4,0.6,1.2,0.0,0.5,0.0,0.0,1.0,0.0,0.6,0.9,0.7,0.8,0.1,0.9,1.0,0.0,0.9,23.2,85.9,0.7,1.3,0.0
294,Patric,1.6,0.7,0.6,0.2,1.8,0.4,0.0,0.0,0.0,0.3,0.2,0.2,0.5,0.0,0.0,0.3,0.0,0.2,56.9,88.6,0.1,5.3,0.0
295,Pierluigi Gollini,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,24.6,71.0,0.0,7.1,0.0
296,Borja Valero,0.9,0.4,0.6,0.0,0.4,0.2,0.0,2.0,0.0,0.6,0.5,0.4,0.7,0.1,0.4,0.5,0.0,0.5,27.9,90.0,0.0,1.6,0.0
297,Mateo Musacchio,0.8,1.2,1.1,0.7,2.7,0.4,0.0,0.0,0.0,0.3,0.6,0.2,0.6,0.0,0.2,0.5,0.0,0.6,55.7,88.9,0.0,2.9,0.0
298,Kastriot Dermaku ,0.8,0.8,1.1,0.4,3.8,1.0,0.0,0.0,0.0,0.2,0.1,0.0,0.3,0.0,0.1,0.1,0.0,0.1,24.0,83.9,0.0,2.2,0.0
299,Jacopo Petriccione,1.2,0.9,0.9,0.0,0.6,0.2,0.0,0.0,5.0,0.6,1.3,0.6,0.9,0.0,0.5,0.6,5.0,1.3,39.2,88.9,0.5,3.8,0.0
300,Luca Pellegrini,1.3,0.9,1.3,0.3,1.6,0.1,0.0,0.0,5.0,0.6,0.9,1.3,0.9,0.0,0.9,1.5,5.0,0.9,32.8,76.1,0.9,1.5,0.0
301,Andrea Tabanelli,1.7,0.8,1.8,0.1,1.4,0.2,0.0,1.0,0.0,0.8,0.4,0.9,1.8,0.1,1.4,2.2,0.0,0.4,25.5,81.3,0.2,0.9,0.0
302,Blerim Dzemaili,1.4,0.5,0.8,0.0,0.4,0.2,0.0,1.0,1.0,1.1,1.4,0.7,1.2,0.0,1.2,1.4,1.0,1.4,24.7,82.9,0.0,1.6,0.1
303,Bartosz Bereszynski,1.9,1.3,1.2,0.4,2.5,0.6,1.0,0.0,0.0,0.6,0.3,0.5,0.8,0.0,0.5,0.6,0.0,0.3,37.8,78.3,0.5,1.2,0.0
304,Alan Empereur,1.2,1.7,1.4,0.1,2.8,0.9,0.0,0.0,0.0,0.2,0.1,0.2,0.7,0.0,0.2,0.4,0.0,0.1,35.3,84.7,0.0,2.2,0.0
305,Fabio Depaoli,1.4,0.6,2.0,0.1,0.9,0.1,0.0,0.0,1.0,0.9,1.0,0.7,1.0,0.1,0.5,1.0,1.0,1.0,18.7,71.4,0.8,0.6,0.0
306,Andrea Cistana,1.0,1.6,1.1,0.4,4.5,1.6,0.0,1.0,0.0,0.3,0.1,0.1,0.7,0.0,0.0,0.4,0.0,0.1,39.0,84.4,0.0,2.7,0.0
307,Ionut Radu,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.1,33.3,78.6,0.0,5.2,0.0
308,Gian Marco Ferrari,0.4,1.1,0.8,0.5,1.7,1.0,0.0,0.0,1.0,0.5,0.3,0.1,0.6,0.0,0.2,0.3,1.0,0.3,64.5,93.0,0.0,2.3,0.0
309,Simone Iacoponi ,1.4,1.0,1.0,0.3,3.7,0.8,0.0,2.0,0.0,0.3,0.1,0.1,1.0,0.0,0.2,0.4,0.0,0.1,38.5,84.8,0.0,4.9,0.0
310,Alessandro Deiola,1.6,0.8,0.7,0.0,1.3,0.4,0.0,1.0,1.0,0.9,0.8,0.9,0.8,0.0,0.7,0.8,1.0,0.8,28.4,77.5,0.2,2.6,0.1
311,Lucas Paquetá,1.4,0.3,1.0,0.0,0.3,0.1,0.0,0.0,1.0,1.4,0.8,1.0,1.0,0.1,1.5,1.4,1.0,0.8,22.8,78.9,0.1,0.8,0.0
312,Jeremy Toljan,1.3,0.6,0.9,0.1,1.6,0.4,0.0,1.0,2.0,0.3,1.0,0.6,0.7,0.1,0.6,1.0,2.0,1.0,41.2,85.9,0.3,1.0,0.0
313,Valentino Lazaro,1.0,0.2,1.2,0.0,1.2,0.0,0.0,0.0,1.0,0.5,1.5,0.8,0.2,0.0,0.5,1.0,1.0,1.5,25.0,78.0,1.2,0.8,0.0
314,Blaise Matuidi,1.4,0.6,1.1,0.0,0.3,0.2,0.0,0.0,2.0,0.4,0.5,0.3,0.7,0.1,0.5,1.1,2.0,0.5,29.5,89.1,0.2,0.6,0.0
315,William Troost-Ekong,1.2,1.0,0.6,0.2,4.3,1.0,0.0,0.0,0.0,0.2,0.1,0.1,0.3,0.0,0.2,0.2,0.0,0.1,35.2,81.5,0.0,2.7,0.0
316,Bryan Cristante,1.0,0.8,1.2,0.0,0.8,0.2,0.0,1.0,3.0,1.1,0.8,0.4,0.2,0.0,0.5,0.6,3.0,0.8,40.7,85.2,0.0,3.6,0.0
317,Igor Julio ,1.4,1.4,1.2,0.5,2.1,0.5,0.0,0.0,1.0,0.2,0.4,0.9,0.6,0.0,0.7,0.9,1.0,0.4,36.5,83.1,0.0,1.9,0.1
318,Cristian Dell'Orco,1.6,1.1,1.1,0.4,2.1,0.5,0.0,0.0,1.0,0.0,0.6,0.5,0.7,0.0,0.6,0.4,1.0,0.6,34.2,79.7,0.8,1.9,0.0
319,Alberto Cerri ,0.3,0.0,1.0,0.0,0.4,0.0,0.0,1.0,0.0,1.4,1.0,1.0,0.8,0.3,0.9,1.3,0.0,1.0,17.0,61.8,0.0,0.4,0.0
320,Jakub Jankto,0.9,0.7,0.8,0.0,0.6,0.1,0.0,2.0,4.0,1.4,1.5,0.2,0.5,0.1,0.4,0.8,4.0,1.5,22.5,74.7,0.7,0.7,0.0
321,Panagiotis Tachtsidis,1.9,1.3,1.5,0.0,1.1,0.4,0.0,0.0,2.0,1.0,0.9,0.7,1.0,0.0,0.6,1.0,2.0,0.9,41.0,79.8,0.2,4.1,0.0
322,Federico Bernardeschi,0.4,0.4,1.1,0.0,0.3,0.0,0.0,1.0,1.0,1.7,1.2,0.8,0.8,0.2,0.8,1.4,1.0,1.2,21.6,85.9,0.6,1.0,0.0
323,Hirving Lozano,0.2,0.2,0.8,0.0,0.1,0.0,0.0,4.0,1.0,1.3,0.8,0.9,1.4,0.2,0.6,1.0,1.0,0.8,11.4,80.1,0.2,0.1,0.0
324,Samuel Di Carmine,0.1,0.0,1.5,0.0,0.4,0.0,0.0,8.0,0.0,1.5,0.3,0.1,1.2,0.8,0.6,1.3,0.0,0.3,10.7,70.3,0.0,0.0,0.0
325,Marco Calderoni,1.5,1.4,1.1,0.2,1.5,0.4,0.0,3.0,2.0,0.9,0.8,0.3,1.4,0.1,0.3,1.0,2.0,0.8,32.6,74.0,1.1,1.8,0.0
326,Christian Oliva,1.2,0.6,0.4,0.0,1.2,0.0,0.0,1.0,1.0,0.3,0.2,0.3,0.2,0.0,0.3,0.6,1.0,0.2,22.1,87.2,0.0,1.6,0.1
327,Marco D'Alessandro ,0.7,0.3,0.2,0.0,0.3,0.0,0.0,2.0,0.0,0.4,0.9,1.6,0.6,0.1,0.3,1.1,0.0,0.9,14.9,76.7,0.5,0.5,0.0
328,Antonino Barillà ,1.7,0.7,1.5,0.0,1.0,0.3,0.0,1.0,2.0,0.7,0.6,0.2,0.8,0.1,0.4,1.0,2.0,0.6,19.0,78.6,0.4,0.8,0.0
329,Mato Jajalo,1.7,0.7,1.1,0.0,0.7,0.3,0.0,0.0,0.0,0.6,0.5,1.1,1.0,0.0,0.6,0.8,0.0,0.5,38.2,83.9,0.2,2.1,0.0
330,Filippo gna,0.4,0.6,0.3,0.6,3.7,0.9,0.0,0.0,0.0,0.1,0.2,0.1,0.7,0.0,0.0,0.2,0.0,0.2,58.4,93.1,0.0,1.2,0.0
331,Vincent Laurini ,1.7,0.7,0.9,0.1,1.7,0.2,0.0,0.0,2.0,0.0,0.4,0.7,1.3,0.0,0.9,0.6,2.0,0.4,28.9,79.2,0.3,1.9,0.0
332,Krzysztof Piatek,0.5,0.2,1.3,0.0,0.6,0.1,0.0,4.0,0.0,2.7,0.9,0.3,1.5,0.3,1.4,2.2,0.0,0.9,12.3,77.0,0.1,0.2,0.0
333,Lyanco,1.4,1.4,0.8,0.6,2.9,1.1,1.0,0.0,0.0,0.3,0.1,0.5,0.8,0.1,0.2,0.6,0.0,0.1,38.8,85.3,0.1,3.5,0.0
334,Faouzi Ghoulam,0.7,0.4,0.7,0.0,0.7,0.2,0.0,0.0,1.0,0.4,0.9,0.2,0.6,0.0,0.1,0.1,1.0,0.9,25.9,88.4,0.8,0.3,0.0
335,Mattia Perin,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,30.3,57.8,0.0,7.2,0.0
336,Valerio Verre,0.8,0.4,1.0,0.0,0.3,0.0,0.0,3.0,2.0,1.3,0.9,0.4,0.9,0.2,0.9,1.9,2.0,0.9,21.2,76.1,0.2,0.6,0.0
337,Ivan Radovanovic,1.4,0.4,0.8,0.0,2.1,0.2,0.0,0.0,1.0,0.8,0.8,0.1,0.8,0.0,0.3,0.6,1.0,0.8,42.1,86.5,0.3,4.3,0.0
338,Francesco Magnanelli,1.1,0.9,0.9,0.1,0.8,0.3,0.0,0.0,0.0,0.4,0.6,0.3,1.6,0.0,0.2,0.6,0.0,0.6,53.7,88.8,0.0,3.1,0.0
339,Alessandro Tripaldelli,2.0,1.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,1.0,0.0,0.0,28.5,91.2,0.0,0.0,0.0
340,Lorenzo Venuti,1.3,0.7,1.1,0.2,0.9,0.1,0.0,0.0,1.0,0.3,0.5,0.4,0.8,0.0,0.3,0.3,1.0,0.5,25.6,83.6,0.4,1.1,0.0
341,Patrick Cutrone,0.2,0.1,0.4,0.0,0.3,0.1,0.0,4.0,1.0,1.1,0.3,0.3,0.5,0.6,0.5,1.9,1.0,0.3,8.5,72.0,0.1,0.1,0.1
342,Jerdy Schouten,1.4,1.4,1.3,0.1,1.2,0.4,0.0,0.0,0.0,0.4,0.5,0.9,0.2,0.0,0.7,0.9,0.0,0.5,28.5,82.8,0.0,1.7,0.1
343,Marko Pajac,0.7,0.7,0.7,0.1,0.6,0.0,0.0,0.0,0.0,0.6,1.1,1.0,0.6,0.0,0.7,1.5,0.0,1.1,29.5,82.1,1.5,1.7,0.0
344,Andrea La Mantia,0.1,0.6,1.4,0.0,0.9,0.0,0.0,2.0,0.0,1.8,0.5,0.3,1.3,0.3,0.3,0.6,0.0,0.5,9.4,73.5,0.0,0.3,0.0
345,Georgios Kyriakopoulos,1.3,0.7,0.8,0.3,1.3,0.2,0.0,0.0,1.0,0.8,0.3,0.6,1.2,0.1,0.5,0.8,1.0,0.3,36.2,85.1,0.3,1.1,0.0
346,Goran Pandev,0.4,0.0,0.5,0.0,0.1,0.0,0.0,9.0,1.0,1.1,0.6,0.8,1.4,0.2,1.2,2.1,1.0,0.6,17.1,75.4,0.1,0.6,0.0
347,Ronaldo Vieira,1.2,0.8,1.5,0.0,1.1,0.1,0.0,0.0,1.0,1.1,0.9,0.4,0.6,0.0,1.0,0.5,1.0,0.9,33.1,83.9,0.4,3.1,0.0
348,Gianluigi Buffon,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,18.4,89.8,0.0,2.3,0.0
349,Marco nini,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,100.0,0.0,1.0,0.0
350,Arkadiusz Reca ,1.5,1.3,1.0,0.2,1.8,0.1,0.0,0.0,2.0,0.8,1.0,1.1,0.5,0.1,0.8,1.4,2.0,1.0,27.8,79.4,0.5,0.4,0.0
351,Lukás Haraslín,0.5,0.4,0.7,0.0,0.1,0.0,0.0,1.0,0.0,0.9,0.1,1.2,1.5,0.3,0.4,0.5,0.0,0.1,10.0,83.6,0.3,0.4,0.0
352,Fabio Pisacane,1.1,0.9,1.1,0.7,3.5,0.9,0.0,1.0,0.0,0.2,0.1,0.2,0.8,0.1,0.1,0.6,0.0,0.1,36.0,88.3,0.0,2.2,0.0
353,Ladislav Krejci I,1.1,0.7,0.8,0.1,1.1,0.3,0.0,1.0,0.0,0.2,0.6,0.6,0.4,0.2,0.3,0.6,0.0,0.6,37.9,82.9,0.3,1.4,0.0
354,Alexis Saelemaekers,1.1,0.6,1.1,0.0,0.0,0.1,0.0,1.0,0.0,0.7,0.5,0.6,0.6,0.0,0.5,0.9,0.0,0.5,22.1,85.7,0.3,0.3,0.0
355,Khouma Babacar,0.5,0.1,1.4,0.0,1.4,0.1,0.0,3.0,0.0,2.0,0.6,0.6,1.3,0.3,1.1,2.3,0.0,0.6,11.5,73.9,0.0,0.4,0.0
356,Igor Julio,1.3,0.8,0.9,0.3,1.8,0.4,0.0,0.0,0.0,0.1,0.1,0.6,0.4,0.1,0.3,0.6,0.0,0.1,34.8,88.5,0.1,1.1,0.0
357,Andrea Masiello,1.6,1.4,1.4,0.0,1.9,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.0,0.4,43.1,82.5,0.1,3.1,0.0
358,Diego Farias,0.5,0.2,0.9,0.0,0.2,0.0,0.0,2.0,0.0,1.3,0.7,1.1,0.9,0.1,0.9,1.1,0.0,0.7,18.2,83.2,0.6,0.7,0.0
359,Fabrizio Cacciatore,0.9,1.0,0.5,0.3,1.9,0.4,0.0,0.0,0.0,0.2,0.3,0.2,0.5,0.1,0.3,0.2,0.0,0.3,34.7,79.6,0.5,2.8,0.0
360,Enrico Alfonso,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,69.0,0.0,3.0,0.0
361,Maximiliano Olivera,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.7,1.0,0.0,0.0
362,Riccardo Ladinetti,0.7,1.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.3,0.0,0.3,0.0,0.0,1.0,25.0,80.0,0.3,1.3,0.3
363,Gabriele Corbo,0.5,2.0,0.0,0.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,30.5,91.8,0.5,1.5,0.0
364,Koffi Djidji,1.6,0.9,0.7,0.2,2.8,1.4,1.0,0.0,0.0,0.0,0.1,0.5,0.1,0.0,0.3,0.1,0.0,0.1,22.8,86.3,0.0,1.6,0.0
365,Dusan Vlahovic,0.2,0.2,0.6,0.0,0.2,0.1,0.0,6.0,0.0,2.2,0.3,0.9,1.6,0.3,1.5,2.4,0.0,0.3,10.3,67.3,0.0,0.2,0.0
366,Fernando Llorente,0.0,0.1,0.6,0.1,0.2,0.0,0.0,3.0,1.0,1.9,0.6,0.1,0.5,0.2,0.6,0.9,1.0,0.6,9.0,81.0,0.0,0.2,0.0
367,Pepe Reina,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,72.4,0.0,4.0,0.0
368,Ibrahima Mbaye,1.0,0.8,1.2,0.4,1.8,0.6,0.0,0.0,3.0,0.3,0.4,0.5,0.9,0.1,0.4,0.6,3.0,0.4,34.9,84.4,0.1,0.9,0.0
369,Vasco Regini,1.3,0.3,0.7,1.0,1.7,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.3,20.0,80.0,0.0,1.0,0.0
370,Gabriel Strefezza ,2.0,0.7,1.6,0.1,0.3,0.1,0.0,1.0,2.0,1.7,0.8,1.3,1.9,0.1,1.6,1.2,2.0,0.8,22.3,81.3,0.3,1.0,0.0
371,Federico Dimarco,0.8,0.3,0.7,0.1,0.8,0.2,1.0,0.0,3.0,1.0,0.9,0.2,0.5,0.2,0.2,0.4,3.0,0.9,26.2,81.2,0.9,1.8,0.0
372,Lorenzo De Silvestri,0.5,0.7,1.2,0.1,2.2,0.2,0.0,0.0,0.0,0.8,0.7,0.1,0.5,0.2,0.5,0.9,0.0,0.7,24.3,74.9,0.7,0.8,0.0
373,Nicolás Domínguez,1.3,0.8,1.0,0.1,0.4,0.1,0.0,0.0,1.0,0.6,0.7,0.3,0.4,0.0,0.1,0.3,1.0,0.7,24.4,84.4,0.1,1.2,0.1
374,Amad Diallo,0.3,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,6.0,72.2,0.0,0.0,0.0
375,Mirko Antonucci,2.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.5,0.0,0.0,2.5,0.0,0.5,10.5,76.2,0.0,0.0,0.0
376,Sami Khedira,1.2,0.3,1.3,0.0,0.9,0.1,0.0,0.0,1.0,1.0,0.7,0.0,0.3,0.0,0.4,0.8,1.0,0.7,25.5,88.2,0.3,0.9,0.2
377,Ales Mateju,1.5,1.2,1.5,0.3,3.1,0.8,1.0,0.0,1.0,0.2,0.3,0.5,0.9,0.0,0.3,0.6,1.0,0.3,32.9,81.0,0.1,1.7,0.0
378,Lukas Lerager,1.4,0.4,1.3,0.0,0.7,0.2,0.0,1.0,1.0,0.7,0.5,0.2,1.1,0.1,0.4,1.0,1.0,0.5,28.0,83.2,0.2,0.6,0.0
379,Filip Jagiello,0.6,0.5,0.3,0.0,0.4,0.0,0.0,0.0,2.0,0.5,1.1,0.5,0.2,0.0,0.2,1.2,2.0,1.1,27.2,86.0,0.4,0.5,0.0
380,Stefano Denswil,1.9,1.2,1.1,0.2,2.3,0.3,1.0,0.0,1.0,0.4,0.3,0.2,1.1,0.0,0.1,0.4,1.0,0.3,45.8,86.7,0.0,2.5,0.0
381,Lucas Castro ,1.9,0.3,1.1,0.0,0.4,0.0,0.0,0.0,0.0,1.4,1.0,0.7,0.6,0.0,0.9,1.6,0.0,1.0,29.6,77.3,0.1,0.9,0.1
382,Marco Benassi,1.0,0.2,1.3,0.0,0.3,0.1,0.0,1.0,1.0,1.1,0.9,0.4,0.3,0.0,0.4,1.1,1.0,0.9,17.9,76.8,0.2,0.6,0.0
383,Danilo Cataldi,0.8,0.6,0.2,0.0,0.4,0.0,0.0,1.0,0.0,0.4,0.6,0.1,0.1,0.0,0.1,0.5,0.0,0.6,19.4,87.3,0.5,1.2,0.0
384,Luca Rossettini,1.0,1.3,0.7,0.5,4.7,0.8,0.0,0.0,2.0,0.2,0.2,0.1,0.3,0.0,0.1,0.0,2.0,0.2,40.7,85.3,0.0,3.8,0.0
385,Zan Majer,1.4,1.0,1.0,0.0,0.6,0.2,0.0,1.0,1.0,0.7,0.7,0.4,0.6,0.0,0.7,0.9,1.0,0.7,26.4,81.9,0.2,1.3,0.0
386,Lucas Castro,0.5,0.5,1.0,0.0,0.9,0.1,0.0,2.0,0.0,0.9,0.6,0.3,0.4,0.1,0.8,0.7,0.0,0.6,17.4,77.0,0.3,0.6,0.0
387,Mehdi Bourabia,1.1,1.3,1.6,0.1,1.1,0.1,2.0,1.0,2.0,0.6,0.3,0.6,0.9,0.0,0.8,1.1,2.0,0.3,42.9,87.3,0.0,1.6,0.1
388,Mehdi Léris,0.9,0.4,0.5,0.1,0.3,0.3,0.0,1.0,1.0,0.8,0.6,0.7,0.7,0.0,0.5,1.4,1.0,0.6,13.1,80.7,0.4,0.5,0.0
389,Rômulo,1.4,0.4,1.2,0.0,0.3,0.0,0.0,1.0,3.0,0.8,0.8,1.1,1.1,0.4,0.8,1.7,3.0,0.8,22.7,83.4,0.5,0.5,0.0
390,Valentin Eysseric,0.7,0.2,1.8,0.0,0.3,0.0,0.0,0.0,0.0,0.8,1.7,0.3,0.5,0.2,0.8,1.0,0.0,1.7,22.7,81.6,1.0,1.2,0.0
391,Rade Krunic,1.1,0.6,0.7,0.1,0.3,0.0,0.0,0.0,1.0,0.4,0.5,0.7,1.2,0.0,0.3,0.9,1.0,0.5,15.3,84.8,0.0,0.4,0.0
392,Federico Ceccherini,0.9,0.9,0.6,0.6,2.4,0.3,0.0,0.0,0.0,0.3,0.1,0.4,0.9,0.0,0.1,0.4,0.0,0.1,27.2,85.0,0.0,1.7,0.0
393,Daniele Rugani,0.8,1.1,0.8,0.1,1.5,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,45.1,87.1,0.0,1.2,0.0
394,Paolo Ghiglione,1.2,0.4,1.0,0.0,1.4,0.1,0.0,0.0,5.0,0.9,0.9,0.7,0.8,0.1,0.9,1.2,5.0,0.9,27.1,74.4,1.0,1.5,0.0
395,Yevhen Shakhov,1.2,0.6,0.9,0.0,0.4,0.1,0.0,1.0,2.0,0.6,0.6,0.5,0.4,0.2,0.6,0.9,2.0,0.6,16.3,84.2,0.0,0.8,0.0
396,Valon Behrami,2.0,0.5,2.1,0.0,0.9,0.6,0.0,0.0,0.0,0.3,0.0,0.4,1.5,0.0,0.3,0.6,0.0,0.0,25.7,83.3,0.1,0.5,0.0
397,Eljif Elmas,0.6,0.4,1.2,0.0,0.2,0.0,0.0,1.0,1.0,0.9,0.6,0.9,0.6,0.0,0.6,1.1,1.0,0.6,25.5,91.6,0.0,0.4,0.0
