,Player,Tackles,Inter,Fouls,Offsides,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
532,Wladimiro Falcone,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,54.9,0.0,2.0,0.0
533,Vincenzo Millico,0.1,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.3,0.4,0.3,0.0,0.1,0.5,0.0,0.3,5.3,87.9,0.6,0.7,0.0
534,Daniele Padelli,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,19.8,78.5,0.0,1.5,0.0
535,Stefano Piccinini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,94.7,0.0,0.0,0.0
536,Simon Skrabb,0.7,0.0,0.7,0.0,0.1,0.1,0.0,0.0,0.0,0.3,0.2,0.3,0.3,0.0,0.5,0.9,0.0,0.2,8.5,75.3,0.2,0.2,0.0
537,Mattia Viviani,0.4,1.1,0.5,0.0,0.3,0.4,0.0,0.0,0.0,0.4,0.3,0.4,0.8,0.0,0.1,0.5,0.0,0.3,23.3,84.9,0.3,1.5,0.0
538,Luca Ranieri,0.7,0.7,1.7,1.7,2.0,0.0,0.0,0.0,0.0,1.0,1.7,1.3,0.3,0.0,0.0,0.3,0.0,1.7,51.7,81.3,0.3,2.0,0.0
539,Sinan Gümüs,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,1.0,0.0,0.3,0.0,0.0,0.0,9.3,85.7,0.0,0.3,0.0
540,Edgaras Dubickas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0
541,Yildirim Mert Çetin,0.8,0.7,1.0,0.3,1.3,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.3,0.0,0.0,23.7,90.8,0.0,1.7,0.0
542,Mattia Destro,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.4,0.3,0.1,0.0,0.3,0.0,0.0,2.9,78.3,0.0,0.0,0.0
543,Lorenzo Colombo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,100.0,0.0,0.0,0.0
544,Vasco Regini ,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,95.7,0.0,0.0,0.0
545,Luigi Vitale,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.5,66.7,0.0,0.0,0.0
546,Gabriele Moncini ,0.3,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.8,0.5,0.0,0.8,0.0,0.8,0.5,0.0,0.5,4.0,56.3,0.0,0.0,0.0
547,Djavan Anderson,0.0,0.5,0.7,0.2,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.2,0.0,0.8,0.8,0.0,0.0,8.0,87.5,0.2,0.2,0.0
548,Andri Fannar Baldursson,0.1,0.1,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.3,0.0,0.7,0.3,0.0,0.1,9.1,73.4,0.0,0.3,0.0
549,Szymon Zurkowski,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0
550,Rafael,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,67.2,0.0,5.7,0.0
551,Valon Berisha,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.0,66.7,0.0,0.0,0.0
552,Federico Dimarco,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,3.7,81.8,0.0,0.3,0.0
553,Emmanuel Badu,0.1,0.1,0.7,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.1,0.1,0.9,0.0,0.1,10.2,87.3,0.0,0.4,0.0
554,Kristoffer Askildsen,0.3,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.5,0.5,0.0,0.0,0.3,0.5,0.0,0.5,7.8,87.1,0.0,0.5,0.0
555,Alberto Paloschi ,0.3,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.5,0.1,0.8,0.5,0.9,1.6,0.0,0.5,6.1,70.5,0.0,0.0,0.0
556,Aleksa Terzic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,60.0,0.0,0.0,0.0
557,Valentin Eysseric,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,7.0,66.7,0.0,0.3,0.0
558,Leonardo Morosini,0.3,0.3,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
559,Felice D'Amico,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,80.0,0.0,0.0,0.0
560,Karlo Letica ,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,26.0,58.1,0.0,6.1,0.0
561,Matteo Lovato,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0
562,Andrea Carboni,1.1,1.0,1.0,0.7,2.6,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.1,0.1,0.0,0.0,22.3,84.0,0.0,1.9,0.0
563,Roberto Piccoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,66.7,0.0,0.0,0.0
564,Alberto Paloschi,0.0,0.1,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.3,0.1,0.3,0.4,0.3,1.4,0.0,0.3,5.4,81.6,0.0,0.1,0.0
565,Georgi Tunjov ,0.4,0.1,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.3,0.3,0.3,0.0,0.6,0.6,0.0,0.3,9.8,71.4,0.5,0.4,0.0
566,Giacomo Manzari,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,2.0,50.0,0.0,0.0,0.0
567,Marko Jankovic ,0.3,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.5,0.0,0.3,0.3,0.0,0.2,8.3,84.0,0.3,0.2,0.0
568,Ilario Monterisi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0
569,Giangiacomo Magnani,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.5,0.0,0.5,0.0,0.0,0.0,18.5,75.7,0.0,1.0,0.0
570,Michel Ndary Adopo,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,80.0,0.0,0.0,0.0
571,Alessandro Deiola,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
572,Andrea Danzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
573,Andrea Ghezzi,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.2,63.6,0.0,0.0,0.0
574,Antonio Donnarumma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,Carlo Pinsoglio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0
576,Christian Celesia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0
577,Christian Dalle Mura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,Dion Ruffo Luci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,Federico Marchetti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,Felipe Curcio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,77.8,0.0,0.0,0.0
581,Jacopo Da Riva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,100.0,0.0,0.0,0.0
582,Marco Ballarini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0
583,Martin Palumbo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,Tommaso Berni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,Daniel Maldini,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,7.5,86.7,0.0,0.5,0.0
586,Denilho Cleonise,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0
587,Raul Moro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,Lucas,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,11.0,90.9,0.0,0.0,0.0
589,Luca Falbo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0
590,Luca Tremolada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,0.0,0.0,0.0
591,Krisztofer Horváth ,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.3,5.0,80.0,0.0,0.7,0.0
592,Alessandro Matri,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.4,0.3,0.1,0.4,1.0,0.5,0.0,0.4,2.9,65.2,0.1,0.0,0.1
593,Ângelo da Costa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,90.9,0.0,2.0,0.0
594,Juan Jesus,0.5,0.3,0.8,0.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,18.3,90.4,0.0,1.0,0.0
595,Federico Bonini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0
596,Francesco Rossi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0
597,Davide Riccardi,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.7,0.0,0.0,0.0
598,Raoul Bellanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,92.9,0.0,1.0,0.0
599,Jawad El Yamiq,1.0,0.3,1.0,0.0,1.0,0.7,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.7,36.3,88.1,0.0,3.0,0.0
600,Lennart Czyborra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,100.0,0.0,0.0,0.0
601,Boris Radunovic,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,56.9,0.0,5.0,0.0
602,Rômulo,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.7,0.0,0.0,0.0
